Publication Type,Authors,Author Full Names,Article Title,Source Title,ISSN,eISSN,ISBN,Publication Year,Volume,Issue,Start Page,End Page,Article Number,DOI,Book DOI,UT (Unique WOS ID)
J,"Chipps, SR; Bennett, DH; Deslauriers, D; Rudstam, LG","Chipps, Steven R.; Bennett, David H.; Deslauriers, David; Rudstam, Lars G.",The cost of avoiding predators: a bioenergetic analysis of diel vertical migration by the opossum shrimp Mysis diluviana,HYDROBIOLOGIA,0018-8158,1573-5117,,2022,849,8,1871,1884,,10.1007/s10750-022-04832-w,,WOS:000766037700003
J,"Hahn, M; von Elert, E","Hahn, Meike; von Elert, Eric",One Kairomone and Multiple Effects in Daphnia Species-5α-Cyprinol Sulfate Induces Morphological Defenses in the Invasive Species Daphnia lumholtzi,FRONTIERS IN ECOLOGY AND EVOLUTION,2296-701X,,,2022,10,,,,804521,10.3389/fevo.2022.804521,,WOS:000797929000001
J,"Garg, R; Luckner, M; Berger, J; Hipp, K; Wanner, G; Forchhammer, K; Maldener, I","Garg, Ritu; Luckner, Manja; Berger, Juergen; Hipp, Katharina; Wanner, Gerhard; Forchhammer, Karl; Maldener, Iris",Changes in Envelope Structure and Cell-Cell Communication during Akinete Differentiation and Germination in Filamentous Cyanobacterium Trichormus variabilis ATCC 29413,LIFE-BASEL,,2075-1729,,2022,12,3,,,429,10.3390/life12030429,,WOS:000774975300001
J,"Mackay, AW; Felde, VA; Morley, DW; Piotrowska, N; Rioual, P; Seddon, AWR; Swann, GEA","Mackay, Anson W.; Felde, Vivian A.; Morley, David W.; Piotrowska, Natalia; Rioual, Patrick; Seddon, Alistair W. R.; Swann, George E. A.","Long-term trends in diatom diversity and palaeoproductivity: a 16 000-year multidecadal record from Lake Baikal, southern Siberia",CLIMATE OF THE PAST,1814-9324,1814-9332,,2022,18,2,363,380,,10.5194/cp-18-363-2022,,WOS:000765236300001
J,"Wu, NC; Wang, YC; Wang, YX; Sun, XM; Faber, C; Fohrer, N","Wu, Naicheng; Wang, Yaochun; Wang, Yixia; Sun, Xiuming; Faber, Claas; Fohrer, Nicola",Environment regimes play an important role in structuring trait- and taxonomy-based temporal beta diversity of riverine diatoms,JOURNAL OF ECOLOGY,0022-0477,1365-2745,,2022,110,6,1442,1454,,10.1111/1365-2745.13859,,WOS:000760745300001
J,"Pan, Y; Long, YY; Hui, J; Xiao, WY; Yin, J; Li, Y; Liu, D; Tian, QD; Chen, LQ","Pan, Ying; Long, Yaoyue; Hui, Jin; Xiao, Weiyi; Yin, Jiang; Li, Ya; Liu, Dan; Tian, Qingdong; Chen, Liqiang",Microplastics can affect the trophic cascade strength and stability of plankton ecosystems via behavior-mediated indirect interactions,JOURNAL OF HAZARDOUS MATERIALS,0304-3894,1873-3336,,2022,430,,,,128415,10.1016/j.jhazmat.2022.128415,,WOS:000762659800004
J,"Kim, K; Taylor, DJ","Kim, Keonho; Taylor, Derek J.",Thermal phenotypic plasticity of the second limb in Daphnia,JOURNAL OF PLANKTON RESEARCH,0142-7873,1464-3774,,2022,44,2,259,267,,10.1093/plankt/fbac003,,WOS:000792132500001
J,"Dao, TS; Nguyen, VT; Baduel, C; Bui, MH; Tran, VT; Pham, TL; Bui, BT; Dinh, KV","Dao, Thanh-Son; Nguyen, Van-Tai; Baduel, Christine; Bui, Manh-Ha; Tran, Viet Tuan; Pham, Thanh-Luu; Bui, Ba-Trung; Dinh, Khuong V.",Toxicity of di-2-ethylhexyl phthalate and tris (2-butoxyethyl) phosphate to a tropical micro-crustacean (Ceriodaphnia cornuta) is higher in Mekong River water than in standard laboratory medium,ENVIRONMENTAL SCIENCE AND POLLUTION RESEARCH,0944-1344,1614-7499,,2022,29,26,39777,39789,,10.1007/s11356-022-18993-7,,WOS:000750720700014
J,"Kakouei, K; Kraemer, BM; Adrian, R","Kakouei, Karan; Kraemer, Benjamin M.; Adrian, Rita",Variation in the predictability of lake plankton metric types,LIMNOLOGY AND OCEANOGRAPHY,0024-3590,1939-5590,,2022,67,3,608,620,,10.1002/lno.12021,,WOS:000750023600001
J,"Matsuda, K; Sato, T; Miki, S; Fujimoto, K; Yamamoto, S","Matsuda, Keishi; Sato, Toshiyuki; Miki, Shizuho; Fujimoto, Ken; Yamamoto, Shoichiro",The determining factor of radiocesium contamination levels in smallmouth bass Micropterus dolomieu in Lake Hayama after the Fukushima fallout,FISHERIES SCIENCE,0919-9268,1444-2906,,2022,88,2,329,336,,10.1007/s12562-022-01585-2,,WOS:000749952400001
J,"Grund, Y; Pan, YD; Rosenkranz, M; Foster, E","Grund, Yuan; Pan, Yangdong; Rosenkranz, Mark; Foster, Eugene",Long-term phosphorus reduction and phytoplankton responses in an urban lake (USA),WATER BIOLOGY AND SECURITY,,2772-7351,,2022,1,1,,,100010,10.1016/j.watbs.2022.100010,,WOS:001129880800001
J,"Mohanty, TR; Tiwari, NK; Kumari, S; Ray, A; Manna, RK; Bayen, S; Roy, S; Das Gupta, S; Ramteke, MH; Swain, HS; Bhor, M; Das, BK","Mohanty, Trupti Rani; Tiwari, Nitish Kumar; Kumari, Suman; Ray, Archisman; Manna, Ranjan Kumar; Bayen, Supriti; Roy, Shreya; Das Gupta, Subhadeep; Ramteke, Mitesh Hiradas; Swain, Himanshu Sekhar; Bhor, Manisha; Das, Basanta Kumar",Variation of Aulacoseira granulata as an eco-pollution indicator in subtropical large river Ganga in India: a multivariate analytical approach,ENVIRONMENTAL SCIENCE AND POLLUTION RESEARCH,0944-1344,1614-7499,,2022,29,25,37498,37512,,10.1007/s11356-021-18096-9,,WOS:000745614100011
J,"Li, D; Huang, J; Zhou, QM; Gu, L; Sun, YF; Zhang, L; Yang, Z","Li, Da; Huang, Jing; Zhou, Qiming; Gu, Lei; Sun, Yunfei; Zhang, Lu; Yang, Zhou","Artificial Light Pollution with Different Wavelengths at Night Interferes with Development, Reproduction, and Antipredator Defenses of Daphnia magna",ENVIRONMENTAL SCIENCE & TECHNOLOGY,0013-936X,1520-5851,,2022,56,3,1702,1712,,10.1021/acs.est.1c06286,,WOS:000743203600001
J,"Bomfim, FF; Melao, MGG; Gebara, RC; Lansac-Tôha, FA","Bomfim, Francieli F.; Melao, Maria G. G.; Gebara, Renan C.; Lansac-Toha, Fabio A.",Warming alters the metabolic rates and life-history parameters of Ceriodaphnia silvestrii (Cladocera),ANAIS DA ACADEMIA BRASILEIRA DE CIENCIAS,0001-3765,1678-2690,,2022,94,2,,,e20200604,10.1590/0001-3765202220200604,,WOS:000813411900001
J,"Titocci, J; Bon, M; Fink, P","Titocci, Jessica; Bon, Melanie; Fink, Patrick",Morpho-Functional Traits Reveal Differences in Size Fractionated Phytoplankton Communities but Do Not Significantly Affect Zooplankton Grazing,MICROORGANISMS,,2076-2607,,2022,10,1,,,182,10.3390/microorganisms10010182,,WOS:000746245200001
J,"Akbar, S; Gu, L; Sun, YF; Zhang, L; Lyu, K; Huang, Y; Yang, Z","Akbar, Siddiq; Gu, Lei; Sun, Yunfei; Zhang, Lu; Lyu, Kai; Huang, Yuan; Yang, Zhou",Understanding host-microbiome-environment interactions: Insights from Daphnia as a model organism,SCIENCE OF THE TOTAL ENVIRONMENT,0048-9697,1879-1026,,2022,808,,,,152093,10.1016/j.scitotenv.2021.152093,,WOS:000740209300018
J,"Smith, KA; Coulson, PG; Hesp, SA","Smith, Kimberley A.; Coulson, Peter G.; Hesp, S. Alex","Exceptional longevity in a lightly exploited, semi-anadromous clupeid (Perth herring Nematalosa vlaminghi) within a degraded estuarine environment",JOURNAL OF FISH BIOLOGY,0022-1112,1095-8649,,2022,100,2,390,405,,10.1111/jfb.14950,,WOS:000727346700001
J,"Gavrilko, DE; Shurganova, GV; Kudrin, IA; Yakimov, BN","Gavrilko, D. E.; Shurganova, G., V; Kudrin, I. A.; Yakimov, B. N.",Identification of Freshwater Zooplankton Functional Groups Based on the Functional Traits of Species,BIOLOGY BULLETIN,1062-3590,1608-3059,,2021,48,10,1849,1856,,10.1134/S1062359021100095,,WOS:000743033700017
J,"Menconi, V; Tedesco, P; Pastorino, P; Confortini, I; Esposito, G; Tomasoni, M; Mugetti, D; Gustinelli, A; Dondo, A; Pizzul, E; Fioravanti, ML; Prearo, M","Menconi, Vasco; Tedesco, Perla; Pastorino, Paolo; Confortini, Ivano; Esposito, Giuseppe; Tomasoni, Mattia; Mugetti, Davide; Gustinelli, Andrea; Dondo, Alessandro; Pizzul, Elisabetta; Fioravanti, Maria Letizia; Prearo, Marino",Could Fish Feeding Behaviour and Size Explain Prevalence Differences of the Nematode Eustrongylides excisus among Species? The Case Study of Lake Garda,WATER,,2073-4441,,2021,13,24,,,3581,10.3390/w13243581,,WOS:000778385700001
J,"Wijewardene, L; Wu, NA; Hormann, G; Messyasz, B; Riis, T; Hölzel, C; Ulrich, U; Fohrer, N","Wijewardene, Lishani; Wu, Naicheng; Hormann, Georg; Messyasz, Beata; Riis, Tenna; Hoelzel, Christina; Ulrich, Uta; Fohrer, Nicola",Effects of the herbicides metazachlor and flufenacet on phytoplankton communities - A microcosm assay,ECOTOXICOLOGY AND ENVIRONMENTAL SAFETY,0147-6513,1090-2414,,2021,228,,,,113036,10.1016/j.ecoenv.2021.113036,,WOS:000740121400005
J,"Moody, EK; Butts, TJ; Fleck, R; Jeyasingh, PD; Wilkinson, GM","Moody, Eric K.; Butts, Tyler J.; Fleck, Rachel; Jeyasingh, Punidan D.; Wilkinson, Grace M.",Eutrophication-driven eco-evolutionary dynamics indicated by differences in stoichiometric traits among populations of Daphnia pulicaria,FRESHWATER BIOLOGY,0046-5070,1365-2427,,2022,67,2,353,364,,10.1111/fwb.13845,,WOS:000719862300001
J,"Polazzo, F; Roth, SK; Hermann, M; Mangold-Döring, A; Rico, A; Sobek, A; van den Brink, PJ; Jackson, MC","Polazzo, Francesco; Roth, Sabrina K.; Hermann, Markus; Mangold-Doring, Annika; Rico, Andreu; Sobek, Anna; van den Brink, Paul J.; Jackson, Michelle C.",Combined effects of heatwaves and micropollutants on freshwater ecosystems: Towards an integrated assessment of extreme events in multiple stressors research,GLOBAL CHANGE BIOLOGY,1354-1013,1365-2486,,2022,28,4,1248,1267,,10.1111/gcb.15971,,WOS:000719064200001
J,"Machado, LD; Dorr, F; Dorr, FA; Frascareli, D; Melo, DS; Gontijo, ESJ; Friese, K; Pinto, E; Rosa, AH; Pompeo, MM; Moschini-Carlos, V","Machado, Leila dos Santos; Dorr, Fabiane; Dorr, Felipe Augusto; Frascareli, Daniele; Melo, Darllene S.; Gontijo, Erik S. J.; Friese, Kurt; Pinto, Ernani; Rosa, Andre Henrique; Pompeo, Marcelo M.; Moschini-Carlos, Viviane","Permanent occurrence of Raphidiopsis raciborskii and cyanotoxins in a subtropical reservoir polluted by domestic effluents (Itupararanga reservoir, Sao Paulo, Brazil)",ENVIRONMENTAL SCIENCE AND POLLUTION RESEARCH,0944-1344,1614-7499,,2022,29,13,18653,18664,,10.1007/s11356-021-16994-6,,WOS:000710859800009
J,"Schenone, L; Modenutti, B; Martyniuk, N; Navarro, MB; Laspoumaderes, C; Balseiro, E","Schenone, Luca; Modenutti, Beatriz; Martyniuk, Nicolas; Bastidas Navarro, Marcela; Laspoumaderes, Cecilia; Balseiro, Esteban",Modelling key variables for understanding the effects of grazing and nutrient recycling by zooplankton on the freshwater microbial loop,FRESHWATER BIOLOGY,0046-5070,1365-2427,,2021,66,12,2322,2337,,10.1111/fwb.13835,,WOS:000706416100001
J,"Allgeier, JE","Allgeier, Jacob E.",Nutrient stoichiometry of fishes and invertebrates in coastal marine Caribbean ecosystems,ECOLOGY,0012-9658,1939-9170,,2021,102,12,,,e03533,10.1002/ecy.3533,,WOS:000705989700001
J,"Rosa, J; Petsch, DK; Martens, K; Higuti, J","Rosa, Jonathan; Petsch, Danielle K.; Martens, Koen; Higuti, Janet",Species' traits and taxonomic distance can predict the hatching phenology of ostracod (Crustacea) resting eggs from tropical floodplain lakes,INTERNATIONAL REVIEW OF HYDROBIOLOGY,1434-2944,1522-2632,,2021,106,5-6,226,238,,10.1002/iroh.202102105,,WOS:000703186600001
J,"Hulot, FD; Msiteli-Shumba, S; Iung, M; Noûs, C; Thébault, E","Hulot, Florence D.; Msiteli-Shumba, S.; Iung, Mathias; Nous, Camille; Thebault, Elisa",Spatiotemporal beta diversity of plankton species and their interactions in permanent and temporal waterholes in a semiarid savannah,INLAND WATERS,2044-2041,2044-205X,,2021,11,4,508,521,,10.1080/20442041.2021.1935612,,WOS:000698285100001
J,"Alves, J; Pinheiro-Silva, L; Schuster, KF; Matthiensen, A; Petrucio, MM","Alves, Jonatas; Pinheiro-Silva, Lorena; Schuster, Karling Fernanda; Matthiensen, Alexandre; Petrucio, Mauricio Mello",Environmental conditions are more effective than nutrient availability and spatial processes on explaining microphytoplankton functional structure in a subtropical hypereutrophic reservoir,AUSTRAL ECOLOGY,1442-9985,1442-9993,,2022,47,2,291,305,,10.1111/aec.13110,,WOS:000695558200001
J,"Stockenreiter, M; Navarro, JI; Buchberger, F; Stibor, H","Stockenreiter, Maria; Navarro, Jana Isanta; Buchberger, Felicitas; Stibor, Herwig",Community shifts from eukaryote to cyanobacteria dominated phytoplankton: The role of mixing depth and light quality,FRESHWATER BIOLOGY,0046-5070,1365-2427,,2021,66,11,2145,2157,,10.1111/fwb.13822,,WOS:000695725100001
J,"Mancuso, JL; Weinke, AD; Stone, IP; Hamsher, SE; Woller-Skar, MM; Snyder, EB; Biddanda, BA","Mancuso, Jasmine L.; Weinke, Anthony D.; Stone, Ian P.; Hamsher, Sarah E.; Woller-Skar, M. Megan; Snyder, Eric B.; Biddanda, Bopaiah A.","Bloom and bust: Historical trends of harmful algal blooms in Muskegon Lake, Michigan, a Great Lakes estuary",FRESHWATER SCIENCE,2161-9549,2161-9565,,2021,40,3,463,477,,10.1086/716236,,WOS:000685515500001
J,"Clegg, MR; Wacker, A; Spijkerman, E","Clegg, Mark R.; Wacker, Alexander; Spijkerman, Elly",Phenotypic Diversity and Plasticity of Photoresponse Across an Environmentally Contrasting Family of Phytoflagellates,FRONTIERS IN PLANT SCIENCE,1664-462X,,,2021,12,,,,707541,10.3389/fpls.2021.707541,,WOS:000698018800001
J,"Govaert, L; De Meester, L; Rousseaux, S; Declerck, SAJ; Pantel, JH","Govaert, Lynn; De Meester, Luc; Rousseaux, Sarah; Declerck, Steven A. J.; Pantel, Jelena H.",Measuring the contribution of evolution to community trait structure in freshwater zooplankton,OIKOS,0030-1299,1600-0706,,2021,130,10,1773,1787,,10.1111/oik.07885,,WOS:000687345900001
J,"Fey, SB; Kremer, CT; Layden, TJ; Vasseur, DA","Fey, Samuel B.; Kremer, Colin T.; Layden, Tamara J.; Vasseur, David A.",Resolving the consequences of gradual phenotypic plasticity for populations in variable environments,ECOLOGICAL MONOGRAPHS,0012-9615,1557-7015,,2021,91,4,,,e01478,10.1002/ecm.1478,,WOS:000686533300001
J,"Chen, XY; Guo, XY; Xiong, W; Zhan, AB","Chen, Xingyu; Guo, Xiaoyu; Xiong, Wei; Zhan, Aibin",Pollution-driven morphological plasticity in a running water ecosystem,ENVIRONMENTAL SCIENCE AND POLLUTION RESEARCH,0944-1344,1614-7499,,2022,29,2,2783,2791,,10.1007/s11356-021-15802-5,,WOS:000683692400011
J,"Malashenkov, DV; Dashkova, V; Zhakupova, K; Vorobjev, IA; Barteneva, NS","Malashenkov, Dmitry, V; Dashkova, Veronika; Zhakupova, Kymbat; Vorobjev, Ivan A.; Barteneva, Natasha S.",Comparative analysis of freshwater phytoplankton communities in two lakes of Burabay National Park using morphological and molecular approaches,SCIENTIFIC REPORTS,2045-2322,,,2021,11,1,,,16130,10.1038/s41598-021-95223-z,,WOS:000683506200040
J,"Hamasaki, K; Kondo, S; Dan, S","Hamasaki, Katsuyuki; Kondo, Shuji; Dan, Shigeki",Larval Performance of Amphidromous and Landlocked Atyid Shrimp Species in the Genus Paratya Under Different Temperature and Salinity Conditions,ZOOLOGICAL STUDIES,1021-5506,1810-522X,,2021,60,,,,45,10.6620/ZS.2021.60-45,,WOS:000682917500001
J,"Park, S; Sin, Y","Park, Sangjun; Sin, Yongsik",Artificial Neural Network (ANN) Modeling Analysis of Algal Blooms in an Estuary with Episodic and Anthropogenic Freshwater Inputs,APPLIED SCIENCES-BASEL,,2076-3417,,2021,11,15,,,6921,10.3390/app11156921,,WOS:000681812100001
J,"Caputo, L; Fuentes, R; Woelfl, S; Castañeda, LE; Cárdenas, L","Caputo, Luciano; Fuentes, Romina; Woelfl, Stefan; Castaneda, Luis E.; Cardenas, Leyla","Phenotypic plasticity of clonal populations of the freshwater jellyfish Craspedacusta sowerbii (Lankester, 1880) in Southern Hemisphere lakes (Chile) and the potential role of the zooplankton diet",AUSTRAL ECOLOGY,1442-9985,1442-9993,,2021,46,8,1192,1197,,10.1111/aec.13087,,WOS:000675245800001
J,"Wang, K; Mou, XZ; Cao, HS; Struewing, I; Allen, J; Lu, JR","Wang, Kai; Mou, Xiaozhen; Cao, Huansheng; Struewing, Ian; Allen, Joel; Lu, Jingrang",Co-occurring microorganisms regulate the succession of cyanobacterial harmful algal blooms*,ENVIRONMENTAL POLLUTION,0269-7491,1873-6424,,2021,288,,,,117682,10.1016/j.envpol.2021.117682,,WOS:000696824200007
J,"Flöder, S; Yong, J; Klauschies, T; Gaedke, U; Poprick, T; Brinkhoff, T; Moorthi, S","Floeder, Sabine; Yong, Joanne; Klauschies, Toni; Gaedke, Ursula; Poprick, Tobias; Brinkhoff, Thorsten; Moorthi, Stefanie",Intraspecific trait variation alters the outcome of competition in freshwater ciliates,ECOLOGY AND EVOLUTION,2045-7758,,,2021,11,15,10225,10243,,10.1002/ece3.7828,,WOS:000667626100001
J,"Garlapati, D; Munnooru, K; Vinjamuri, RR; Karri, R; Mallavarapu, VR","Garlapati, Deviram; Munnooru, Kumaraswami; Vinjamuri, Ranga Rao; Karri, Ramu; Mallavarapu, Venkata Ramanamurthy","Distribution patterns and seasonal variations in phytoplankton communities of the hypersaline Pulicat lagoon, India",ENVIRONMENTAL SCIENCE AND POLLUTION RESEARCH,0944-1344,1614-7499,,2021,28,43,61497,61512,,10.1007/s11356-021-15086-9,,WOS:000666841800003
J,"da Cunha, RL; Sala, J; Machado, M; Boix, D; Madeira, C; Madeira, P; Cristo, M; da Fonseca, LC; Castilho, R","da Cunha, Regina Lopes; Sala, Jordi; Machado, Margarida; Boix, Dani; Madeira, Celine; Madeira, Pedro; Cristo, Margarida; da Fonseca, Luis Cancela; Castilho, Rita",Distinctive genetic signatures of two fairy shrimp species with overlapping ranges in Iberian temporary ponds,FRESHWATER BIOLOGY,0046-5070,1365-2427,,2021,66,9,1680,1697,,10.1111/fwb.13782,,WOS:000663066600001
J,"Huang, J; Xu, XQ; Li, D; Sun, YF; Gu, L; Zhang, L; Lyu, K; Yang, Z","Huang, Jing; Xu, Xiaoqing; Li, Da; Sun, Yunfei; Gu, Lei; Zhang, Lu; Lyu, Kai; Yang, Zhou",Decreased calcium concentration interferes with life history defense strategies of Ceriodaphnia cornuta in response to fish kairomone,LIMNOLOGY AND OCEANOGRAPHY,0024-3590,1939-5590,,2021,66,8,3237,3252,,10.1002/lno.11876,,WOS:000662728000001
J,"Klamt, AM; Qian, FM; Hu, K; Wang, JY; Huang, LP; Li, R; Chen, GJ","Klamt, Anna-Marie; Qian, Fuming; Hu, Kui; Wang, Jiaoyuan; Huang, Linpei; Li, Rui; Chen, Guangjie","The rise and fall of primary producers and consumers in a multiply-stressed shallow lake (Lake Qilu, China) over the last 200 years",ECOLOGICAL INDICATORS,1470-160X,1872-7034,,2021,129,,,,107891,10.1016/j.ecolind.2021.107891,,WOS:000685000000004
J,"Drapes, S; Hall, MD; Phillips, B","Drapes, Sally; Hall, Matthew D.; Phillips, Ben L.",Effect of habitat permanence on life-history: extending the Daphnia model into new climate spaces,EVOLUTIONARY ECOLOGY,0269-7653,1573-8477,,2021,35,4,595,607,,10.1007/s10682-021-10119-8,,WOS:000658982700001
J,"Garcia, SL; Mehrshad, M; Buck, M; Tsuji, JM; Neufeld, JD; McMahon, KD; Bertilsson, S; Greening, C; Peura, S","Garcia, Sarahi L.; Mehrshad, Maliheh; Buck, Moritz; Tsuji, Jackson M.; Neufeld, Josh D.; McMahon, Katherine D.; Bertilsson, Stefan; Greening, Chris; Peura, Sari",Freshwater Chlorobia Exhibit Metabolic Specialization among Cosmopolitan and Endemic Populations,MSYSTEMS,2379-5077,,,2021,6,3,,,e01196-20,10.1128/mSystems.01196-20,,WOS:000709811800011
J,"Pulsifer, J; Laws, E","Pulsifer, Jennifer; Laws, Edward",Temperature Dependence of Freshwater Phytoplankton Growth Rates and Zooplankton Grazing Rates,WATER,,2073-4441,,2021,13,11,,,1591,10.3390/w13111591,,WOS:000660816500001
J,"Souissi, S; Souissi, A","Souissi, Sami; Souissi, Anissa",Promotion of the Development of Sentinel Species in the Water Column: Example Using Body Size and Fecundity of the Egg-Bearing Calanoid Copepod Eurytemora affinis,WATER,,2073-4441,,2021,13,11,,,1442,10.3390/w13111442,,WOS:000660840900001
J,"Su, HJ; Feng, YH; Chen, JF; Chen, J; Ma, SH; Fang, JY; Xie, P","Su, Haojie; Feng, Yuhao; Chen, Jianfeng; Chen, Jun; Ma, Suhui; Fang, Jingyun; Xie, Ping",Determinants of trophic cascade strength in freshwater ecosystems: a global analysis,ECOLOGY,0012-9658,1939-9170,,2021,102,7,,,e03370,10.1002/ecy.3370,,WOS:000656432900001
J,"Bomfim, FD; Melao, MDG; Gebara, RC; Lansac-Tôha, FA","Bomfim, Francieli de Fatima; Gama Melao, Maria da Graca; Gebara, Renan Castelhano; Lansac-Toha, Fabio Amodeo",Warming and predator drive functional responses of three subtropical cladocerans,AQUATIC ECOLOGY,1386-2588,1573-5125,,2021,55,3,903,914,,10.1007/s10452-021-09870-5,,WOS:000651664400001
J,"Münzner, K; Gollnisch, R; Rengefors, K; Koreiviene, J; Lindström, ES","Munzner, Karla; Gollnisch, Raphael; Rengefors, Karin; Koreiviene, Judita; Lindstrom, Eva S.",High Iron Requirements for Growth in the Nuisance Alga Gonyostomum semen (Raphidophyceae),JOURNAL OF PHYCOLOGY,0022-3646,1529-8817,,2021,57,4,1309,1322,,10.1111/jpy.13170,,WOS:000650458000001
J,"Ficsór, M; Csabai, Z","Ficsor, Mark; Csabai, Zoltan",Longitudinal zonation of larval Hydropsyche (Trichoptera: Hydropsychidae): abiotic environmental factors and biotic interactions behind the downstream sequence of Central European species,HYDROBIOLOGIA,0018-8158,1573-5117,,2021,848,15,3371,3388,,10.1007/s10750-021-04602-0,,WOS:000650076600001
J,"Fettweis, A; Bergen, B; Hansul, S; De Schamphelaere, K; Smolders, E","Fettweis, Andreas; Bergen, Benoit; Hansul, Simon; De Schamphelaere, Karel; Smolders, Erik","Correlated Ni, Cu, and Zn Sensitivities of 8 Freshwater Algal Species and Consequences for Low-Level Metal Mixture Effects",ENVIRONMENTAL TOXICOLOGY AND CHEMISTRY,0730-7268,1552-8618,,2021,40,7,2015,2025,,10.1002/etc.5034,,WOS:000648346800001
