Source,Habitat/Location
Ara 2001b (Hydrobiol. 453/454: 177-187),Cananéia Lagoon (Brazil)
Ara 2001b (Hydrobiol. 453/454: 177-187),Cananéia Lagoon (Brazil)
Ara 2001b (Hydrobiol. 453/454: 177-187),Cananéia Lagoon (Brazil)
Ara 2001b (Hydrobiol. 453/454: 177-187),Cananéia Lagoon (Brazil)
Ara 2001b (Hydrobiol. 453/454: 177-187),Cananéia Lagoon (Brazil)
Ara 2001b (Hydrobiol. 453/454: 177-187),Cananéia Lagoon (Brazil)
Ara 2001b (Hydrobiol. 453/454: 177-187),Cananéia Lagoon (Brazil)
Ara 2001b (Hydrobiol. 453/454: 177-187),Cananéia Lagoon (Brazil)
Ara 2001b (Hydrobiol. 453/454: 177-187),Cananéia Lagoon (Brazil)
Ara 2001b (Hydrobiol. 453/454: 177-187),Cananéia Lagoon (Brazil)
Ara 2001b (Hydrobiol. 453/454: 177-187),Cananéia Lagoon (Brazil)
Ara 2001b (Hydrobiol. 453/454: 177-187),Cananéia Lagoon (Brazil)
Ara 2001b (Hydrobiol. 453/454: 177-187),Cananéia Lagoon (Brazil)
Ara 2001b (Hydrobiol. 453/454: 177-187),Cananéia Lagoon (Brazil)
Ara 2001b (Hydrobiol. 453/454: 177-187),Cananéia Lagoon (Brazil)
Ara 2001b (Hydrobiol. 453/454: 177-187),Cananéia Lagoon (Brazil)
Ara 2001b (Hydrobiol. 453/454: 177-187),Cananéia Lagoon (Brazil)
Ara 2001b (Hydrobiol. 453/454: 177-187),Cananéia Lagoon (Brazil)
Ara 2001b (Hydrobiol. 453/454: 177-187),Cananéia Lagoon (Brazil)
Ara 2001b (Hydrobiol. 453/454: 177-187),Cananéia Lagoon (Brazil)
Christou and Verripoulos 1993 (J. Mar. Biol. Ass. UK. 73: 343-353)        ,Saronikos Gulf (Mediterranean)
Christou and Verripoulos 1993 (J. Mar. Biol. Ass. UK. 73: 343-353)        ,Saronikos Gulf (Mediterranean)
Christou and Verripoulos 1993 (J. Mar. Biol. Ass. UK. 73: 343-353)        ,Saronikos Gulf (Mediterranean)
Christou and Verripoulos 1993 (J. Mar. Biol. Ass. UK. 73: 343-353)        ,Saronikos Gulf (Mediterranean)
Christou and Verripoulos 1993 (J. Mar. Biol. Ass. UK. 73: 343-353)        ,Saronikos Gulf (Mediterranean)
Christou and Verripoulos 1993 (J. Mar. Biol. Ass. UK. 73: 343-353)        ,Saronikos Gulf (Mediterranean)
Christou and Verripoulos 1993 (J. Mar. Biol. Ass. UK. 73: 343-353)        ,Saronikos Gulf (Mediterranean)
Christou and Verripoulos 1993 (J. Mar. Biol. Ass. UK. 73: 343-353)        ,Saronikos Gulf (Mediterranean)
Christou and Verripoulos 1993 (J. Mar. Biol. Ass. UK. 73: 343-353)        ,Saronikos Gulf (Mediterranean)
Christou and Verripoulos 1993 (J. Mar. Biol. Ass. UK. 73: 343-353)        ,Saronikos Gulf (Mediterranean)
Christou and Verripoulos 1993 (J. Mar. Biol. Ass. UK. 73: 343-353)        ,Saronikos Gulf (Mediterranean)
Christou and Verripoulos 1993 (J. Mar. Biol. Ass. UK. 73: 343-353)        ,Saronikos Gulf (Mediterranean)
Christou and Verripoulos 1993 (J. Mar. Biol. Ass. UK. 73: 343-353)        ,Saronikos Gulf (Mediterranean)
Christou and Verripoulos 1993 (J. Mar. Biol. Ass. UK. 73: 343-353)        ,Saronikos Gulf (Mediterranean)
Christou and Verripoulos 1993 (J. Mar. Biol. Ass. UK. 73: 343-353)        ,Saronikos Gulf (Mediterranean)
Christou and Verripoulos 1993 (J. Mar. Biol. Ass. UK. 73: 343-353)        ,Saronikos Gulf (Mediterranean)
Christou and Verripoulos 1993 (J. Mar. Biol. Ass. UK. 73: 343-353)        ,Saronikos Gulf (Mediterranean)
Christou and Verripoulos 1993 (J. Mar. Biol. Ass. UK. 73: 343-353)        ,Saronikos Gulf (Mediterranean)
Christou and Verripoulos 1993 (J. Mar. Biol. Ass. UK. 73: 343-353)        ,Saronikos Gulf (Mediterranean)
Christou and Verripoulos 1993 (J. Mar. Biol. Ass. UK. 73: 343-353)        ,Saronikos Gulf (Mediterranean)
Christou and Verripoulos 1993 (J. Mar. Biol. Ass. UK. 73: 343-353)        ,Saronikos Gulf (Mediterranean)
Christou and Verripoulos 1993 (J. Mar. Biol. Ass. UK. 73: 343-353)        ,Saronikos Gulf (Mediterranean)
Christou and Verripoulos 1993 (J. Mar. Biol. Ass. UK. 73: 343-353)        ,Saronikos Gulf (Mediterranean)
Christou and Verripoulos 1993 (J. Mar. Biol. Ass. UK. 73: 343-353)        ,Saronikos Gulf (Mediterranean)
Christou and Verripoulos 1993 (J. Mar. Biol. Ass. UK. 73: 343-353)        ,Saronikos Gulf (Mediterranean)
Christou and Verripoulos 1993 (J. Mar. Biol. Ass. UK. 73: 343-353)        ,Saronikos Gulf (Mediterranean)
Christou and Verripoulos 1993 (J. Mar. Biol. Ass. UK. 73: 343-353)        ,Saronikos Gulf (Mediterranean)
Christou and Verripoulos 1993 (J. Mar. Biol. Ass. UK. 73: 343-353)        ,Saronikos Gulf (Mediterranean)
Christou and Verripoulos 1993 (J. Mar. Biol. Ass. UK. 73: 343-353)        ,Saronikos Gulf (Mediterranean)
Christou and Verripoulos 1993 (J. Mar. Biol. Ass. UK. 73: 343-353)        ,Saronikos Gulf (Mediterranean)
Christou and Verripoulos 1993 (J. Mar. Biol. Ass. UK. 73: 343-353)        ,Saronikos Gulf (Mediterranean)
Christou and Verripoulos 1993 (J. Mar. Biol. Ass. UK. 73: 343-353)        ,Saronikos Gulf (Mediterranean)
Christou and Verripoulos 1993 (J. Mar. Biol. Ass. UK. 73: 343-353)        ,Saronikos Gulf (Mediterranean)
Christou and Verripoulos 1993 (J. Mar. Biol. Ass. UK. 73: 343-353)        ,Saronikos Gulf (Mediterranean)
El-Maghraby 1965 (Crustaceana 8: 37-47),"Alexandria, Egypy (Mediterranean)"
El-Maghraby 1965 (Crustaceana 8: 37-47),"Alexandria, Egypy (Mediterranean)"
El-Maghraby 1965 (Crustaceana 8: 37-47),"Alexandria, Egypy (Mediterranean)"
El-Maghraby 1965 (Crustaceana 8: 37-47),"Alexandria, Egypy (Mediterranean)"
El-Maghraby 1965 (Crustaceana 8: 37-47),"Alexandria, Egypy (Mediterranean)"
El-Maghraby 1965 (Crustaceana 8: 37-47),"Alexandria, Egypy (Mediterranean)"
El-Maghraby 1965 (Crustaceana 8: 37-47),"Alexandria, Egypy (Mediterranean)"
El-Maghraby 1965 (Crustaceana 8: 37-47),"Alexandria, Egypy (Mediterranean)"
El-Maghraby 1965 (Crustaceana 8: 37-47),"Alexandria, Egypy (Mediterranean)"
El-Maghraby 1965 (Crustaceana 8: 37-47),"Alexandria, Egypy (Mediterranean)"
El-Maghraby 1965 (Crustaceana 8: 37-47),"Alexandria, Egypy (Mediterranean)"
El-Maghraby 1965 (Crustaceana 8: 37-47),"Alexandria, Egypy (Mediterranean)"
El-Maghraby 1965 (Crustaceana 8: 37-47),"Alexandria, Egypy (Mediterranean)"
El-Maghraby 1965 (Crustaceana 8: 37-47),"Alexandria, Egypy (Mediterranean)"
El-Maghraby 1965 (Crustaceana 8: 37-47),"Alexandria, Egypy (Mediterranean)"
El-Maghraby 1965 (Crustaceana 8: 37-47),"Alexandria, Egypy (Mediterranean)"
El-Maghraby 1965 (Crustaceana 8: 37-47),"Alexandria, Egypy (Mediterranean)"
El-Maghraby 1965 (Crustaceana 8: 37-47),"Alexandria, Egypy (Mediterranean)"
El-Maghraby 1965 (Crustaceana 8: 37-47),"Alexandria, Egypy (Mediterranean)"
El-Maghraby 1965 (Crustaceana 8: 37-47),"Alexandria, Egypy (Mediterranean)"
El-Maghraby 1965 (Crustaceana 8: 37-47),"Alexandria, Egypy (Mediterranean)"
El-Maghraby 1965 (Crustaceana 8: 37-47),"Alexandria, Egypy (Mediterranean)"
El-Maghraby 1965 (Crustaceana 8: 37-47),"Alexandria, Egypy (Mediterranean)"
El-Maghraby 1965 (Crustaceana 8: 37-47),"Alexandria, Egypy (Mediterranean)"
El-Maghraby 1965 (Crustaceana 8: 37-47),"Alexandria, Egypy (Mediterranean)"
El-Maghraby 1965 (Crustaceana 8: 37-47),"Alexandria, Egypy (Mediterranean)"
El-Maghraby 1965 (Crustaceana 8: 37-47),"Alexandria, Egypy (Mediterranean)"
El-Maghraby 1965 (Crustaceana 8: 37-47),"Alexandria, Egypy (Mediterranean)"
El-Maghraby 1965 (Crustaceana 8: 37-47),"Alexandria, Egypy (Mediterranean)"
El-Maghraby 1965 (Crustaceana 8: 37-47),"Alexandria, Egypy (Mediterranean)"
El-Maghraby 1965 (Crustaceana 8: 37-47),"Alexandria, Egypy (Mediterranean)"
El-Maghraby 1965 (Crustaceana 8: 37-47),"Alexandria, Egypy (Mediterranean)"
El-Maghraby 1965 (Crustaceana 8: 37-47),"Alexandria, Egypy (Mediterranean)"
El-Maghraby 1965 (Crustaceana 8: 37-47),"Alexandria, Egypy (Mediterranean)"
El-Maghraby 1965 (Crustaceana 8: 37-47),"Alexandria, Egypy (Mediterranean)"
El-Maghraby 1965 (Crustaceana 8: 37-47),"Alexandria, Egypy (Mediterranean)"
El-Maghraby 1965 (Crustaceana 8: 37-47),"Alexandria, Egypy (Mediterranean)"
El-Maghraby 1965 (Crustaceana 8: 37-47),"Alexandria, Egypy (Mediterranean)"
El-Maghraby 1965 (Crustaceana 8: 37-47),"Alexandria, Egypy (Mediterranean)"
El-Maghraby 1965 (Crustaceana 8: 37-47),"Alexandria, Egypy (Mediterranean)"
El-Maghraby 1965 (Crustaceana 8: 37-47),"Alexandria, Egypy (Mediterranean)"
El-Maghraby 1965 (Crustaceana 8: 37-47),"Alexandria, Egypy (Mediterranean)"
El-Maghraby 1965 (Crustaceana 8: 37-47),"Alexandria, Egypy (Mediterranean)"
El-Maghraby 1965 (Crustaceana 8: 37-47),"Alexandria, Egypy (Mediterranean)"
El-Maghraby 1965 (Crustaceana 8: 37-47),"Alexandria, Egypy (Mediterranean)"
El-Maghraby 1965 (Crustaceana 8: 37-47),"Alexandria, Egypy (Mediterranean)"
El-Maghraby 1965 (Crustaceana 8: 37-47),"Alexandria, Egypy (Mediterranean)"
El-Maghraby 1965 (Crustaceana 8: 37-47),"Alexandria, Egypy (Mediterranean)"
El-Maghraby 1965 (Crustaceana 8: 37-47),"Alexandria, Egypy (Mediterranean)"
El-Maghraby 1965 (Crustaceana 8: 37-47),"Alexandria, Egypy (Mediterranean)"
El-Maghraby 1965 (Crustaceana 8: 37-47),"Alexandria, Egypy (Mediterranean)"
El-Maghraby 1965 (Crustaceana 8: 37-47),"Alexandria, Egypy (Mediterranean)"
El-Maghraby 1965 (Crustaceana 8: 37-47),"Alexandria, Egypy (Mediterranean)"
El-Maghraby 1965 (Crustaceana 8: 37-47),"Alexandria, Egypy (Mediterranean)"
El-Maghraby 1965 (Crustaceana 8: 37-47),"Alexandria, Egypy (Mediterranean)"
El-Maghraby 1965 (Crustaceana 8: 37-47),"Alexandria, Egypy (Mediterranean)"
El-Maghraby 1965 (Crustaceana 8: 37-47),"Alexandria, Egypy (Mediterranean)"
El-Maghraby 1965 (Crustaceana 8: 37-47),"Alexandria, Egypy (Mediterranean)"
El-Maghraby 1965 (Crustaceana 8: 37-47),"Alexandria, Egypy (Mediterranean)"
El-Maghraby 1965 (Crustaceana 8: 37-47),"Alexandria, Egypy (Mediterranean)"
El-Maghraby 1965 (Crustaceana 8: 37-47),"Alexandria, Egypy (Mediterranean)"
El-Maghraby 1965 (Crustaceana 8: 37-47),"Alexandria, Egypy (Mediterranean)"
El-Maghraby 1965 (Crustaceana 8: 37-47),"Alexandria, Egypy (Mediterranean)"
El-Maghraby 1965 (Crustaceana 8: 37-47),"Alexandria, Egypy (Mediterranean)"
El-Maghraby 1965 (Crustaceana 8: 37-47),"Alexandria, Egypy (Mediterranean)"
El-Maghraby 1965 (Crustaceana 8: 37-47),"Alexandria, Egypy (Mediterranean)"
Bottrell and Robins 1984 (Mar. Ecol. Prog. Ser. 14: 259-268),Celtic Sea
Bottrell and Robins 1984 (Mar. Ecol. Prog. Ser. 14: 259-268),Celtic Sea
Bottrell and Robins 1984 (Mar. Ecol. Prog. Ser. 14: 259-268),Celtic Sea
Bottrell and Robins 1984 (Mar. Ecol. Prog. Ser. 14: 259-268),Celtic Sea
Bottrell and Robins 1984 (Mar. Ecol. Prog. Ser. 14: 259-268),Celtic Sea
Bottrell and Robins 1984 (Mar. Ecol. Prog. Ser. 14: 259-268),Celtic Sea
Bottrell and Robins 1984 (Mar. Ecol. Prog. Ser. 14: 259-268),Celtic Sea
Bottrell and Robins 1984 (Mar. Ecol. Prog. Ser. 14: 259-268),Celtic Sea
Drif et al. 2010 (Mar. Ecol. Prog. Ser. 415: 159-175),"Stonehaven Site, northern northwestern North Sea"
Drif et al. 2010 (Mar. Ecol. Prog. Ser. 415: 159-175),"Stonehaven Site, northern northwestern North Sea"
Drif et al. 2010 (Mar. Ecol. Prog. Ser. 415: 159-175),"Stonehaven Site, northern northwestern North Sea"
Drif et al. 2010 (Mar. Ecol. Prog. Ser. 415: 159-175),"Stonehaven Site, northern northwestern North Sea"
Drif et al. 2010 (Mar. Ecol. Prog. Ser. 415: 159-175),"Stonehaven Site, northern northwestern North Sea"
Drif et al. 2010 (Mar. Ecol. Prog. Ser. 415: 159-175),"Stonehaven Site, northern northwestern North Sea"
Drif et al. 2010 (Mar. Ecol. Prog. Ser. 415: 159-175),"Stonehaven Site, northern northwestern North Sea"
Drif et al. 2010 (Mar. Ecol. Prog. Ser. 415: 159-175),"Stonehaven Site, northern northwestern North Sea"
Drif et al. 2010 (Mar. Ecol. Prog. Ser. 415: 159-175),"Stonehaven Site, northern northwestern North Sea"
Drif et al. 2010 (Mar. Ecol. Prog. Ser. 415: 159-175),"Stonehaven Site, northern northwestern North Sea"
Drif et al. 2010 (Mar. Ecol. Prog. Ser. 415: 159-175),"Stonehaven Site, northern northwestern North Sea"
Drif et al. 2010 (Mar. Ecol. Prog. Ser. 415: 159-175),"Stonehaven Site, northern northwestern North Sea"
Drif et al. 2010 (Mar. Ecol. Prog. Ser. 415: 159-175),"Stonehaven Site, northern northwestern North Sea"
Drif et al. 2010 (Mar. Ecol. Prog. Ser. 415: 159-175),"Stonehaven Site, northern northwestern North Sea"
Drif et al. 2010 (Mar. Ecol. Prog. Ser. 415: 159-175),"Stonehaven Site, northern northwestern North Sea"
Drif et al. 2010 (Mar. Ecol. Prog. Ser. 415: 159-175),"Stonehaven Site, northern northwestern North Sea"
Drif et al. 2010 (Mar. Ecol. Prog. Ser. 415: 159-175),"Stonehaven Site, northern northwestern North Sea"
Drif et al. 2010 (Mar. Ecol. Prog. Ser. 415: 159-175),"Stonehaven Site, northern northwestern North Sea"
Drif et al. 2010 (Mar. Ecol. Prog. Ser. 415: 159-175),"Stonehaven Site, northern northwestern North Sea"
Drif et al. 2010 (Mar. Ecol. Prog. Ser. 415: 159-175),"Stonehaven Site, northern northwestern North Sea"
Drif et al. 2010 (Mar. Ecol. Prog. Ser. 415: 159-175),"Stonehaven Site, northern northwestern North Sea"
Drif et al. 2010 (Mar. Ecol. Prog. Ser. 415: 159-175),"Stonehaven Site, northern northwestern North Sea"
Drif et al. 2010 (Mar. Ecol. Prog. Ser. 415: 159-175),"Stonehaven Site, northern northwestern North Sea"
Drif et al. 2010 (Mar. Ecol. Prog. Ser. 415: 159-175),"Stonehaven Site, northern northwestern North Sea"
Drif et al. 2010 (Mar. Ecol. Prog. Ser. 415: 159-175),"Stonehaven Site, northern northwestern North Sea"
Drif et al. 2010 (Mar. Ecol. Prog. Ser. 415: 159-175),"Stonehaven Site, northern northwestern North Sea"
Drif et al. 2010 (Mar. Ecol. Prog. Ser. 415: 159-175),"Stonehaven Site, northern northwestern North Sea"
Drif et al. 2010 (Mar. Ecol. Prog. Ser. 415: 159-175),"Stonehaven Site, northern northwestern North Sea"
Drif et al. 2010 (Mar. Ecol. Prog. Ser. 415: 159-175),"Stonehaven Site, northern northwestern North Sea"
Drif et al. 2010 (Mar. Ecol. Prog. Ser. 415: 159-175),"Stonehaven Site, northern northwestern North Sea"
Drif et al. 2010 (Mar. Ecol. Prog. Ser. 415: 159-175),"Stonehaven Site, northern northwestern North Sea"
Drif et al. 2010 (Mar. Ecol. Prog. Ser. 415: 159-175),"Stonehaven Site, northern northwestern North Sea"
Drif et al. 2010 (Mar. Ecol. Prog. Ser. 415: 159-175),"Stonehaven Site, northern northwestern North Sea"
Drif et al. 2010 (Mar. Ecol. Prog. Ser. 415: 159-175),"Stonehaven Site, northern northwestern North Sea"
Drif et al. 2010 (Mar. Ecol. Prog. Ser. 415: 159-175),"Stonehaven Site, northern northwestern North Sea"
Drif et al. 2010 (Mar. Ecol. Prog. Ser. 415: 159-175),"Stonehaven Site, northern northwestern North Sea"
Drif et al. 2010 (Mar. Ecol. Prog. Ser. 415: 159-175),"Stonehaven Site, northern northwestern North Sea"
Arima et al. 2014 (Crustaceana 87: 364-375)," Ishikari Bay, northern Sea of Japan"
Arima et al. 2014 (Crustaceana 87: 364-375)," Ishikari Bay, northern Sea of Japan"
Arima et al. 2014 (Crustaceana 87: 364-375)," Ishikari Bay, northern Sea of Japan"
Arima et al. 2014 (Crustaceana 87: 364-375)," Ishikari Bay, northern Sea of Japan"
Arima et al. 2014 (Crustaceana 87: 364-375)," Ishikari Bay, northern Sea of Japan"
Arima et al. 2014 (Crustaceana 87: 364-375)," Ishikari Bay, northern Sea of Japan"
Arima et al. 2014 (Crustaceana 87: 364-375)," Ishikari Bay, northern Sea of Japan"
Arima et al. 2014 (Crustaceana 87: 364-375)," Ishikari Bay, northern Sea of Japan"
Arima et al. 2014 (Crustaceana 87: 364-375)," Ishikari Bay, northern Sea of Japan"
Arima et al. 2014 (Crustaceana 87: 364-375)," Ishikari Bay, northern Sea of Japan"
Arima et al. 2014 (Crustaceana 87: 364-375)," Ishikari Bay, northern Sea of Japan"
Arima et al. 2014 (Crustaceana 87: 364-375)," Ishikari Bay, northern Sea of Japan"
Arima et al. 2014 (Crustaceana 87: 364-375)," Ishikari Bay, northern Sea of Japan"
Arima et al. 2014 (Crustaceana 87: 364-375)," Ishikari Bay, northern Sea of Japan"
Arima et al. 2014 (Crustaceana 87: 364-375)," Ishikari Bay, northern Sea of Japan"
Arima et al. 2014 (Crustaceana 87: 364-375)," Ishikari Bay, northern Sea of Japan"
Arima et al. 2014 (Crustaceana 87: 364-375)," Ishikari Bay, northern Sea of Japan"
Arima et al. 2014 (Crustaceana 87: 364-375)," Ishikari Bay, northern Sea of Japan"
Arima et al. 2014 (Crustaceana 87: 364-375)," Ishikari Bay, northern Sea of Japan"
Arima et al. 2014 (Crustaceana 87: 364-375)," Ishikari Bay, northern Sea of Japan"
Arima et al. 2014 (Crustaceana 87: 364-375)," Ishikari Bay, northern Sea of Japan"
Arima et al. 2014 (Crustaceana 87: 364-375)," Ishikari Bay, northern Sea of Japan"
Arima et al. 2014 (Crustaceana 87: 364-375)," Ishikari Bay, northern Sea of Japan"
Arima et al. 2014 (Crustaceana 87: 364-375)," Ishikari Bay, northern Sea of Japan"
Arima et al. 2014 (Crustaceana 87: 364-375)," Ishikari Bay, northern Sea of Japan"
Arima et al. 2014 (Crustaceana 87: 364-375)," Ishikari Bay, northern Sea of Japan"
Arima et al. 2014 (Crustaceana 87: 364-375)," Ishikari Bay, northern Sea of Japan"
Arima et al. 2014 (Crustaceana 87: 364-375)," Ishikari Bay, northern Sea of Japan"
Arima et al. 2014 (Crustaceana 87: 364-375)," Ishikari Bay, northern Sea of Japan"
Arima et al. 2014 (Crustaceana 87: 364-375)," Ishikari Bay, northern Sea of Japan"
Devreker et al. 2005 (J. Exp. Mar. Biol. Ecol. 318: 145-162),Eastern English Channel
Devreker et al. 2005 (J. Exp. Mar. Biol. Ecol. 318: 145-162),Eastern English Channel
Devreker et al. 2005 (J. Exp. Mar. Biol. Ecol. 318: 145-162),Eastern English Channel
Devreker et al. 2005 (J. Exp. Mar. Biol. Ecol. 318: 145-162),Eastern English Channel
Devreker et al. 2005 (J. Exp. Mar. Biol. Ecol. 318: 145-162),Eastern English Channel
Devreker et al. 2005 (J. Exp. Mar. Biol. Ecol. 318: 145-162),Eastern English Channel
Devreker et al. 2005 (J. Exp. Mar. Biol. Ecol. 318: 145-162),Eastern English Channel
Devreker et al. 2005 (J. Exp. Mar. Biol. Ecol. 318: 145-162),Eastern English Channel
Devreker et al. 2005 (J. Exp. Mar. Biol. Ecol. 318: 145-162),Eastern English Channel
Devreker et al. 2005 (J. Exp. Mar. Biol. Ecol. 318: 145-162),Eastern English Channel
Devreker et al. 2005 (J. Exp. Mar. Biol. Ecol. 318: 145-162),Eastern English Channel
Devreker et al. 2005 (J. Exp. Mar. Biol. Ecol. 318: 145-162),Eastern English Channel
Devreker et al. 2005 (J. Exp. Mar. Biol. Ecol. 318: 145-162),Eastern English Channel
Devreker et al. 2005 (J. Exp. Mar. Biol. Ecol. 318: 145-162),Eastern English Channel
Devreker et al. 2005 (J. Exp. Mar. Biol. Ecol. 318: 145-162),Eastern English Channel
Devreker et al. 2005 (J. Exp. Mar. Biol. Ecol. 318: 145-162),Eastern English Channel
Devreker et al. 2005 (J. Exp. Mar. Biol. Ecol. 318: 145-162),Eastern English Channel
Devreker et al. 2005 (J. Exp. Mar. Biol. Ecol. 318: 145-162),Eastern English Channel
Beyrend-Dur et al. 2013 (Ecol. Res. 28: 771-780),"Danshuei Estuary, Northern Taiwan"
Beyrend-Dur et al. 2013 (Ecol. Res. 28: 771-780),"Danshuei Estuary, Northern Taiwan"
Beyrend-Dur et al. 2013 (Ecol. Res. 28: 771-780),"Danshuei Estuary, Northern Taiwan"
Beyrend-Dur et al. 2013 (Ecol. Res. 28: 771-780),"Danshuei Estuary, Northern Taiwan"
Beyrend-Dur et al. 2013 (Ecol. Res. 28: 771-780),"Danshuei Estuary, Northern Taiwan"
Beyrend-Dur et al. 2013 (Ecol. Res. 28: 771-780),"Danshuei Estuary, Northern Taiwan"
Beyrend-Dur et al. 2013 (Ecol. Res. 28: 771-780),"Danshuei Estuary, Northern Taiwan"
Beyrend-Dur et al. 2013 (Ecol. Res. 28: 771-780),"Danshuei Estuary, Northern Taiwan"
Beyrend-Dur et al. 2013 (Ecol. Res. 28: 771-780),"Danshuei Estuary, Northern Taiwan"
Beyrend-Dur et al. 2013 (Ecol. Res. 28: 771-780),"Danshuei Estuary, Northern Taiwan"
Smith and Lane 1987 (Mar. Biol. 95: 305-313),"New York shelf waters, Long Island"
Smith and Lane 1987 (Mar. Biol. 95: 305-313),"New York shelf waters, Long Island"
Smith and Lane 1987 (Mar. Biol. 95: 305-313),"New York shelf waters, Long Island"
Smith and Lane 1987 (Mar. Biol. 95: 305-313),"New York shelf waters, Long Island"
Smith and Lane 1987 (Mar. Biol. 95: 305-313),"New York shelf waters, Long Island"
Smith and Lane 1987 (Mar. Biol. 95: 305-313),"New York shelf waters, Long Island"
Belmonte and Cavallo 1997 (Ital. J. Zool. 64: 377-382),"Lake Aquatina, Italy"
Belmonte and Cavallo 1997 (Ital. J. Zool. 64: 377-382),"Lake Aquatina, Italy"
Belmonte and Cavallo 1997 (Ital. J. Zool. 64: 377-382),"Lake Aquatina, Italy"
Belmonte and Cavallo 1997 (Ital. J. Zool. 64: 377-382),"Lake Aquatina, Italy"
Belmonte and Cavallo 1997 (Ital. J. Zool. 64: 377-382),"Lake Aquatina, Italy"
Belmonte and Cavallo 1997 (Ital. J. Zool. 64: 377-382),"Lake Aquatina, Italy"
Belmonte and Cavallo 1997 (Ital. J. Zool. 64: 377-382),"Lake Aquatina, Italy"
Belmonte and Cavallo 1997 (Ital. J. Zool. 64: 377-382),"Lake Aquatina, Italy"
Belmonte and Cavallo 1997 (Ital. J. Zool. 64: 377-382),"Lake Aquatina, Italy"
Belmonte and Cavallo 1997 (Ital. J. Zool. 64: 377-382),"Lake Aquatina, Italy"
Belmonte and Cavallo 1997 (Ital. J. Zool. 64: 377-382),"Lake Aquatina, Italy"
Belmonte and Cavallo 1997 (Ital. J. Zool. 64: 377-382),"Lake Aquatina, Italy"
Belmonte and Cavallo 1997 (Ital. J. Zool. 64: 377-382),"Lake Aquatina, Italy"
Belmonte and Cavallo 1997 (Ital. J. Zool. 64: 377-382),"Lake Aquatina, Italy"
Belmonte and Cavallo 1997 (Ital. J. Zool. 64: 377-382),"Lake Aquatina, Italy"
Belmonte and Cavallo 1997 (Ital. J. Zool. 64: 377-382),"Lake Aquatina, Italy"
Belmonte and Cavallo 1997 (Ital. J. Zool. 64: 377-382),"Lake Aquatina, Italy"
Belmonte and Cavallo 1997 (Ital. J. Zool. 64: 377-382),"Lake Aquatina, Italy"
Belmonte and Cavallo 1997 (Ital. J. Zool. 64: 377-382),"Lake Aquatina, Italy"
Belmonte and Cavallo 1997 (Ital. J. Zool. 64: 377-382),"Lake Aquatina, Italy"
Belmonte and Cavallo 1997 (Ital. J. Zool. 64: 377-382),"Lake Aquatina, Italy"
Belmonte and Cavallo 1997 (Ital. J. Zool. 64: 377-382),"Lake Aquatina, Italy"
Belmonte and Cavallo 1997 (Ital. J. Zool. 64: 377-382),"Lake Aquatina, Italy"
Belmonte and Cavallo 1997 (Ital. J. Zool. 64: 377-382),"Lake Aquatina, Italy"
Belmonte and Cavallo 1997 (Ital. J. Zool. 64: 377-382),"Lake Aquatina, Italy"
Belmonte and Cavallo 1997 (Ital. J. Zool. 64: 377-382),"Lake Aquatina, Italy"
Belmonte and Cavallo 1997 (Ital. J. Zool. 64: 377-382),"Lake Aquatina, Italy"
Belmonte and Cavallo 1997 (Ital. J. Zool. 64: 377-382),"Lake Aquatina, Italy"
Belmonte and Cavallo 1997 (Ital. J. Zool. 64: 377-382),"Lake Aquatina, Italy"
Belmonte and Cavallo 1997 (Ital. J. Zool. 64: 377-382),"Lake Aquatina, Italy"
Belmonte and Cavallo 1997 (Ital. J. Zool. 64: 377-382),"Lake Aquatina, Italy"
Belmonte and Cavallo 1997 (Ital. J. Zool. 64: 377-382),"Lake Aquatina, Italy"
Belmonte and Cavallo 1997 (Ital. J. Zool. 64: 377-382),"Lake Aquatina, Italy"
Belmonte and Cavallo 1997 (Ital. J. Zool. 64: 377-382),"Lake Aquatina, Italy"
Belmonte and Cavallo 1997 (Ital. J. Zool. 64: 377-382),"Lake Aquatina, Italy"
Belmonte and Cavallo 1997 (Ital. J. Zool. 64: 377-382),"Lake Aquatina, Italy"
Belmonte and Cavallo 1997 (Ital. J. Zool. 64: 377-382),"Lake Aquatina, Italy"
Belmonte and Cavallo 1997 (Ital. J. Zool. 64: 377-382),"Lake Aquatina, Italy"
Belmonte and Cavallo 1997 (Ital. J. Zool. 64: 377-382),"Lake Aquatina, Italy"
Belmonte and Cavallo 1997 (Ital. J. Zool. 64: 377-382),"Lake Aquatina, Italy"
Belmonte and Cavallo 1997 (Ital. J. Zool. 64: 377-382),"Lake Aquatina, Italy"
Belmonte and Cavallo 1997 (Ital. J. Zool. 64: 377-382),"Lake Aquatina, Italy"
Belmonte and Cavallo 1997 (Ital. J. Zool. 64: 377-382),"Lake Aquatina, Italy"
Belmonte and Cavallo 1997 (Ital. J. Zool. 64: 377-382),"Lake Aquatina, Italy"
Belmonte and Cavallo 1997 (Ital. J. Zool. 64: 377-382),"Lake Aquatina, Italy"
Belmonte and Cavallo 1997 (Ital. J. Zool. 64: 377-382),"Lake Aquatina, Italy"
Belmonte and Cavallo 1997 (Ital. J. Zool. 64: 377-382),"Lake Aquatina, Italy"
Belmonte and Cavallo 1997 (Ital. J. Zool. 64: 377-382),"Lake Aquatina, Italy"
