"","paper","doi"
"302","Pérez-Villamares J., Burrola-Aguilar C., Aguilar-Miguel X., Sanjuan T., Jiménez-Sánchez E. : Nuevos registros de hongos entomopatógenos del género Cordyceps s. l. (Ascomycota: Hypocreales) del Estado de México, Revista Mexicana de Biodiversidad, 2017, 88(4), 773-783, doi: 10.1016/j.rmb.2017.10.013","10.1016/j.rmb.2017.10.013"
"303","Baron N., Souza Pollo A., Rigobelo E. : Purpureocillium lilacinum and Metarhizium marquandii as plant growth-promoting fungi, PeerJ, 2020, 8, e9005, doi: 10.7717/peerj.9005","10.7717/peerj.9005"
"304","Suh S., Nguyen N., Blackwell M. : Yeasts isolated from plant-associated beetles and other insects: seven novelCandidaspecies nearCandida albicans, FEMS Yeast Research, 2008, 8(1), 88-102, doi: 10.1111/j.1567-1364.2007.00320.x","10.1111/j.1567-1364.2007.00320.x"
"305","Vaughan-Martini A. : Saccharomyces barnetti andSaccharomyces spencerorum: two new species ofSaccharomyces sensu lato (van der Walt), Antonie van Leeuwenhoek, 1995, 68(2), 111-118, doi: 10.1007/bf00873098","10.1007/bf00873098"
"306","Gasich E., Kazartsev I., Khlopunova L., Pilshchikova N., Gannibal P. : First report of Itersonilia perplexans on Heracleum sosnowskyi in Russia, New Disease Reports, 2014, 29(1), 6-6, doi: 10.5197/j.2044-0588.2014.029.006","10.5197/j.2044-0588.2014.029.006"
"307","Varma A., Sherameti I., Tripathi S., Prasad R., Das A., Sharma M., Bakshi M., Johnson J., Bhardwaj S., Arora M., Rastogi K., Agrawal A., Kharkwal A., Talukdar S., Bagde U., Bisaria V., Upadhyaya C., Won P., Chen Y., Ma J., Lou B., Adya A., Zhang L., Meghvansi M., Sree K., Gosal S., Srivastava R., Johri A., Kumar M., Dua M., Cruz C., Oelmüller R. : 13 The Symbiotic Fungus Piriformospora indica: Review, Fungal Associations, 2012, 231-254, doi: 10.1007/978-3-642-30826-0_13","10.1007/978-3-642-30826-0_13"
"308","Inacio J., Portugal L., Spencermartins I., Fonseca A. : Phylloplane yeasts from Portugal: Seven novel anamorphic species in the Tremellales lineage of the Hymenomycetes (Basidiomycota) producing orange-coloured colonies, FEMS Yeast Research, 2005, 5(12), 1167-1183, doi: 10.1016/j.femsyr.2005.05.007","10.1016/j.femsyr.2005.05.007"
"309","Weijman A. C. M. : Carbohydrate composition and taxonomy of Geotrichum, Trichosporon and allied genera, Antonie van Leeuwenhoek, 1979, 45(1), 119-127, doi: 10.1007/bf00400785","10.1007/bf00400785"
"310","Ramani R., Kahn B., Chaturvedi V. : Tilletiopsis minor: a new etiologic agent of human subcutaneous mycosis in an immunocompromised host, Journal of Clinical Microbiology, 1997, 35(11), 2992-2995, doi: 10.1128/jcm.35.11.2992-2995.1997","10.1128/jcm.35.11.2992-2995.1997"
"311","Cabrera-Ponce J., León-Ramírez C., Verver-Vargas A., Palma-Tirado L., Ruiz-Herrera J. : Metamorphosis of the Basidiomycota Ustilago maydis: Transformation of yeast-like cells into basidiocarps, Fungal Genetics and Biology, 2012, 49(10), 765-771, doi: 10.1016/j.fgb.2012.07.005","10.1016/j.fgb.2012.07.005"
"312","Jančič S., Nguyen H., Frisvad J., Zalar P., Schroers H., Seifert K., Gunde-Cimerman N. : A Taxonomic Revision of the Wallemia sebi Species Complex, PLOS ONE, 2015, 10(5), e0125933, doi: 10.1371/journal.pone.0125933","10.1371/journal.pone.0125933"
"313","Longcore J., Barr D., Désaulniers N. : Powellomyces, a new genus in the Spizellomycetales, Canadian Journal of Botany, 1995, 73(9), 1385-1390, doi: 10.1139/b95-151","10.1139/b95-151"
"314","Kadłubowska J. : Podochytrium clavatum Pfitzer and Aphanomycopsis bacillariacearum Scherffel new species in the Polish flora, Acta Mycologica, 2014, 6(1), 55-57, doi: 10.5586/am.1970.006","10.5586/am.1970.006"
"315","Wagner L., Stielow B., Hoffmann K., Petkovits T., Papp T., Vágvölgyi C., De Hoog G., Verkley G., Voigt K. : A comprehensive molecular phylogeny of the Mortierellales (Mortierellomycotina) based on nuclear ribosomal DNA, Persoonia - Molecular Phylogeny and Evolution of Fungi, 2013, 30(1), 77-93, doi: 10.3767/003158513x666268","10.3767/003158513x666268"
"316","Marshall W., Berbee M. : Facing Unknowns: Living Cultures (Pirum gemmata gen. nov., sp. nov., and Abeoforma whisleri, gen. nov., sp. nov.) from Invertebrate Digestive Tracts Represent an Undescribed Clade within the Unicellular Opisthokont Lineage Ichthyosporea (Mesomycetozoea), Protist, 2011, 162(1), 33-57, doi: 10.1016/j.protis.2010.06.002","10.1016/j.protis.2010.06.002"
"317","Thomsen H., Buck K., Bolt P., Garrison D. : Fine structure and biology of Cryothecomonas gen. nov. (Protista incertae sedis) from the ice biota, Canadian Journal of Zoology, 1991, 69(4), 1048-1070, doi: 10.1139/z91-150","10.1139/z91-150"
"318","Rad-Menéndez C., Gerphagnon M., Garvetto A., Arce P., Badis Y., Sime-Ngando T., Gachon C. : Rediscovering Zygorhizidium affluens Canter: Molecular Taxonomy, Infectious Cycle, and Cryopreservation of a Chytrid Infecting the Bloom-Forming Diatom Asterionella formosa, Applied and Environmental Microbiology, 2018, 84(23), doi: 10.1128/aem.01826-18","10.1128/aem.01826-18"
"319","Duff K., Zeeb B., Smol J. : Atlas of Chrysophycean Cysts, 1995, doi: 10.1007/978-94-017-0809-8","10.1007/978-94-017-0809-8"
"320","Brodie J. and Lewis J. : Unravelling the algae: the past, present, and future of algal systematics (1st ed.), CRC Press. 2007, doi: 10.1201/9780849379901","10.1201/9780849379901"
"321","Cavalier-Smith T., Chao E. : Phylogeny and Megasystematics of Phagotrophic Heterokonts (Kingdom Chromista), Journal of Molecular Evolution, 2006, 62(4), 388-420, doi: 10.1007/s00239-004-0353-8","10.1007/s00239-004-0353-8"
"322","Massana R., Castresana J., Balagué V., Guillou L., Romari K., Groisillier A., Valentin K., Pedrós-Alió C. : Phylogenetic and Ecological Analysis of Novel Marine Stramenopiles, Applied and Environmental Microbiology, 2004, 70(6), 3528-3534, doi: 10.1128/aem.70.6.3528-3534.2004","10.1128/aem.70.6.3528-3534.2004"
"323","Jung T., Burgess T. : Re-evaluation of Phytophthora citricola isolates from multiple woody hosts in Europe and North America reveals a new species, Phytophthora plurivora sp. nov., Persoonia - Molecular Phylogeny and Evolution of Fungi, 2009, 22(1), 95-110, doi: 10.3767/003158509x442612","10.3767/003158509x442612"
"324","Sosa E., Landsberg J., Stephenson C., Forstchen A., Vandersea M., Litaker R. : Aphanomyces invadans and Ulcerative Mycosis in Estuarine and Freshwater Fish in Florida, Journal of Aquatic Animal Health, 2007, 19(1), 14-26, doi: 10.1577/h06-012.1","10.1577/h06-012.1"
"325","Yaman M., Radek R. : Characteristic Light and Electron Microscopic Features of Adelina melolonthae, a Coccidian Pathogen of the European Cockchafer, Melolontha melolontha (Coleoptera/Scarabaeidae), Acta Parasitologica, 2021, 66(3), 925-931, doi: 10.1007/s11686-021-00363-x","10.1007/s11686-021-00363-x"
"326","Alvarez-Pellitero M. P., Gonzalez-Lanza M. C. : Eimeria spp. from cyprinid fish of the Duero basin (north-west Spain), Journal of Fish Diseases, 1986, 9(4), 325-336, doi: 10.1111/j.1365-2761.1986.tb01022.x","10.1111/j.1365-2761.1986.tb01022.x"
"327","Leander B. S., Lloyd S. A. J., Marshall W., Landers S. C. : Phylogeny of Marine Gregarines (Apicomplexa) — Pterospora, Lithocystis and Lankesteria — and the Origin(s) of Coelomic Parasitism, Protist, 2006, 157(1), 45-60, doi: 10.1016/j.protis.2005.10.002","10.1016/j.protis.2005.10.002"
"328","Bourland W., Wendell L., Hampikian G. : Morphologic and molecular description of Metopus fuscus Kahl from North America and new rDNA sequences from seven metopids (Armophorea, Metopidae), European Journal of Protistology, 2014, 50(3), 213-230, doi: 10.1016/j.ejop.2014.01.002","10.1016/j.ejop.2014.01.002"
"329","Fokin S., Schweikert M., Brümmer F., Görtz H. : Spirostomum spp. (Ciliophora, Protista), a suitable system for endocytobiosis research, Protoplasma, 2005, 225(1-2), 93-102, doi: 10.1007/s00709-004-0078-y","10.1007/s00709-004-0078-y"
"330","Jirovec O. : Le parasitisme artificiel des Protozoaires libres, Annales de Parasitologie Humaine et Comparée, 1967, 42(2), 133-140, doi: 10.1051/parasite/1967422133","10.1051/parasite/1967422133"
"331","Viljoen S., Van As J. : Notes on the morphology and asexual reproductive processes of sessile peritrichs, Hydrobiologia, 1987, 154(1), 75-86, doi: 10.1007/bf00026832","10.1007/bf00026832"
"332","Gómez F., Moreira D., López-García P. : Neoceratium gen. nov., a New Genus for All Marine Species Currently Assigned to Ceratium (Dinophyceae), Protist, 2010, 161(1), 35-54, doi: 10.1016/j.protis.2009.06.004","10.1016/j.protis.2009.06.004"
"333","Lim A., Jeong H., Jang T., Yoo Y., Kang N., Yoon E., Kim G. : Feeding by the newly described heterotrophic dinoflagellate Stoeckeria changwonensis: A comparison with other species in the family Pfiesteriaceae, Harmful Algae, 2014, 36, 11-21, doi: 10.1016/j.hal.2014.04.001","10.1016/j.hal.2014.04.001"
"334","Proschold T. : Molecular Phylogeny and Taxonomic Revision of (Chlorophyta). I. Emendation of Ehrenberg and Gobi, and Description of gen. nov. and gen. nov., Protist, 2001, 152(4), 265-300, doi: 10.1078/1434-4610-00068","10.1078/1434-4610-00068"
"335","Lewis L., Mccourt R. : Green algae and the origin of land plants, American Journal of Botany, 2004, 91(10), 1535-1556, doi: 10.3732/ajb.91.10.1535","10.3732/ajb.91.10.1535"
"336","King N., Westbrook M., Young S., Kuo A., Abedin M., Chapman J., Fairclough S., Hellsten U., Isogai Y., Letunic I., Marr M., Pincus D., Putnam N., Rokas A., Wright K., Zuzow R., Dirks W., Good M., Goodstein D., Lemons D., Li W., Lyons J., Morris A., Nichols S., Richter D., Salamov A., Sequencing J., Bork P., Lim W., Manning G., Miller W., Mcginnis W., Shapiro H., Tjian R., Grigoriev I., Rokhsar D. : The genome of the choanoflagellate Monosiga brevicollis and the origin of metazoans, Nature, 2008, 451(7180), 783-788, doi: 10.1038/nature06617","10.1038/nature06617"
"337","Teixeira M., Moreno L., Stielow B., Muszewska A., Hainaut M., Gonzaga L., Abouelleil A., Patané J., Priest M., Souza R., Young S., Ferreira K., Zeng Q., Da Cunha M., Gladki A., Barker B., Vicente V., De Souza E., Almeida S., Henrissat B., Vasconcelos A., Deng S., Voglmayr H., Moussa T., Gorbushina A., Felipe M., Cuomo C., De Hoog G. : Exploring the genomic diversity of black yeasts and relatives (Chaetothyriales,Ascomycota), Studies in Mycology, 2017, 86(1), 1-28, doi: 10.1016/j.simyco.2017.01.001","10.1016/j.simyco.2017.01.001"
"338","Knudsen K., Kocourková J. : Acarospora mayrhoferi(Acarosporaceae), a New Species from the European Alps (Italian Part) and the French Massif Central, Herzogia, 2018, 31(p1), 510-517, doi: 10.13158/heia.31.1.2018.510","10.13158/heia.31.1.2018.510"
"339","Seena S., Marvanová L., Letourneau A., Bärlocher F. : Articulospora – Phylogeny vs morphology, Fungal Biology, 2018, 122(10), 965-976, doi: 10.1016/j.funbio.2018.06.001","10.1016/j.funbio.2018.06.001"
"340","Wang S., Bai F. : Saccharomyces arboricolus sp. nov., a yeast species from tree bark, INTERNATIONAL JOURNAL OF SYSTEMATIC AND EVOLUTIONARY MICROBIOLOGY, 2008, 58(2), 510-514, doi: 10.1099/ijs.0.65331-0","10.1099/ijs.0.65331-0"
"341","Mckindles K., Jorge A., Mckay R., Davis T., Bullerjahn G. : Isolation and Characterization of Rhizophydiales (Chytridiomycota), Obligate Parasites of Planktothrix agardhii in a Laurentian Great Lakes Embayment, Applied and Environmental Microbiology, 2021, 87(4), doi: 10.1128/aem.02308-20","10.1128/aem.02308-20"
"342","Shields J. : Rhizophydium littoreum on the Eggs of Cancer anthonyi: Parasite or Saprobe?, The Biological Bulletin, 1990, 179(2), 201-206, doi: 10.2307/1541770","10.2307/1541770"
"343","Massana R., Unrein F., Rodríguez-Martínez R., Forn I., Lefort T., Pinhassi J., Not F. : Grazing rates and functional diversity of uncultured heterotrophic flagellates, The ISME Journal, 2009, 3(5), 588-596, doi: 10.1038/ismej.2008.130","10.1038/ismej.2008.130"
"344","Lin Y., Ge J., Zhang Y., Ling H., Yan X., Ping W. : Monoraphidium sp. HDMA-20 is a new potential source of α-linolenic acid and eicosatetraenoic acid, Lipids in Health and Disease, 2019, 18(1), doi: 10.1186/s12944-019-0996-5","10.1186/s12944-019-0996-5"
"345","Wyder M. T., Meile L., Teuber M. : Description of Saccharomyces turicensis sp. nov., a new species from kefyr., Systematic and Applied Microbiology, 1999, 22(3), 420-5, doi: 10.1016/S0723-2020(99)80051-4, doi: 10.1016/S0723-2020(99)80051-4","10.1016/S0723-2020(99)80051-4,"
"346","Molnar K. and Fernando C. H. : Some new Eimeria (Protozoa, Coccidia) from freshwater fishes in Ontario, Canada, Can. J. Zool., 1973, 52, 413-419",NA
"347","Lynn D. : The Ciliated Protozoa. Characterization, Classification, and guide to the Literature, Third Edit., edited by P. Roos and B. van Herk, Springer-Verlag, Dordrecht Heidelberg London New York., 2008",NA
"348","Krainer K. H. and Foissner W. : Revision of the genus Askenasia Blochmann, 1895, with proposal of two new species, and description of Rhabdoaskenasia minima n. g., n. sp. (Ciliophora, Cyclotrichida), J. Protozool., 1990, 37(5), 414-427",NA
"349","Foissner W., Agatha S., Berger H. : Soil Ciliates (Protozoa, Ciliophora) from Namibia (Southwest Africa), with emphasis on two contrasting environments, the Etosha Region and the Namib Desert. Part I: text and line drawings, Denisia, 2002, 5(October 2015), 1-1063",NA
"350","Foissner W. : Enchelys micrographica nov. spec., a New Ciliate (Protista, Ciliophora) from Moss of Austria, 2016",NA
"351","https://www.nies.go.jp/chiiki1/protoz/morpho/ciliopho/spa-dium.htm",NA
"352","https://www.nies.go.jp/chiiki1/protoz/morpho/ciliopho/lembadio.htm",NA
"353","Duval B, Margulis L. The microbial community of Ophrydium versatile colonies: endosymbionts, residents, and tenants. Symbiosis. 1995;18:181-210. PMID: 11539474.",NA
"354","Finley H. E. and Williams H. B. : Chromatographic Analysis of the Asexual and Sexual Stages of a Ciliate (Vorticella microstoma), Journal of Protozoology, 1995, 2, 13-18",NA
"355","De Puytorac P., Groliere C. A., Da Silva I. D. : L'ultrastructure du cilié Myxophyllum steenstrupi (Stein, 1861). Parasite de mollusques pulmonés et la famille des Thigmophryidae Chatton et Lwoff, 1923, Acta Protozoologica, 1992, 31, 221-231",NA
"356","Das B. P. : Chilodonella uncinata - A protozoa pathogenic to mosquito larvae, Current Science, 2003, 85(4), 483-489",NA
"357","protist.i.hosei.ac.jp/pdb/Images/Ciliophora/Tokophrya/index.html",NA
"358","eol.org/pages/2915227/overview",NA
"359","www.nies.go.jp/chiiki1/protoz/morpho/ciliopho/strombid.htm",NA
"360","www.nies.go.jp/chiiki1/protoz/morpho/aspidisc.htm",NA
"361","Hardy J. and Sagebiel S. : A benthic colonial Dinoflagellate from the Eastern Mediterranean Sea, Rapp. Comm. int. Mer. M_dit., 1975, 23(3), 59-61",NA
"362","Carty S. : Parvodinium gen. nov. for the Umbonatum Group of Peridinium (Dinophyceae), Ohio J. Sci., 2008, 108(5), 103-107",NA
"363","Dyková I, Lom J, Machácková B, Pecková H. Vexillifera expectata sp. n. and other non-encysting amoebae isolated from organs of freshwater fish. Folia Parasitol (Praha). 1998;45(1):17-26. PMID: 9516992.",NA
"364","Bérard-Therriault L, Poulin M, Bossé L. : Guide d’identification du phytoplancton marin de l’estuaire et du golfe du Saint-Laurent: incluant également certains protozoaires. 1999. Les Presses Scientifiques du CNRC, Ottawa.",NA
"365","M.D. Guiry in Guiry, M.D. & Guiry, G.M. 2021. AlgaeBase. World-wide electronic publication, National University of Ireland, Galway. http://www.algaebase.org; searched on 31 October 2021",NA
"366","Archibald P. A. and Bold H. C. : Phycological Studies XI. The Genus Chlorococcum Meneghini, Austin, Texas., 1970",NA
"367","Duval B. and Hoham R. W. : Snow algae in the northeastern US: Photomicrographs, observations, and distribution of Chloromonas spp. (Chlorophyta), Rhodora, 2000, 102(911), 365-372",NA
"368","https://www.ccap.ac.uk/catalogue/strain-20-1?search=Dysmorphococcus",NA
"369","https://www.ccap.ac.uk/catalogue/strain-31-4?search=Gloeocystis",NA
"370","https://www.ccap.ac.uk/catalogue/strain-58-3?search=Paulschulzia",NA
"371","Olenina I., Hajdu S., Edler L., Wasmund N., Busch S., Gébel J., Gromisz S., Huseby S., Huttunen M., Jaanus A., Kokkonen P., Ledaine I. and Niemkiewicz E. : Biovolumes and size-classes of phytoplankton in the Baltic Sea, HELCOM Balt.Sea Environ. Proc., 2006, 106(106), 144",NA
"372","Printz H. : Subaérial Algae from South Africa, AKTIETRYKKERIET I TRONDHJEM, 1921, 1",NA
"373","Olenina I., Hajdu S., Edler L., Wasmund N., Busch S., Gébel J., Gromisz S., Huseby S., Huttunen M., Jaanus A., Kokkonen P., Ledaine I., Niemkiewicz E. : Biovolumes and size-classes of phytoplankton in the Baltic Sea, HELCOM Balt.Sea Environ. Proc., 2006, 106(106), 144",NA
"374","Diba K., Rezaie S. and Mahmoudi M. : Identification of Aspergillus Species Using Morphological Characteristics, Public Health, 2007, 23(6), 867-872",NA
"375","https://www.afl-lichenologie.fr/Photos_AFL/Photos_AFL_T/Textes_T2/Thelocarpon_laureri.htm",NA
"376","Chen J., Xu L. L., Liu B., Liu  X. Z. : Taxonomy of Dactylella complex and Vermispora. II. The genus Dactylella, Fungal Diversity, 2007, 26, 85-126",NA
"377","http://www.ascofrance.com/forum/38481/iodophanus",NA
"378","http://www.ascofrance.com/forum/56680/ceuthospora-cf-mahoniae",NA
"379","Diederich P. : Cheiromycina ananas is a synonym of Dictyocatenulata alba, a widespread, lichenized, synnematous hyphomycete herewith reported as new for Europe, Contributions in Honour of Volkmar WIRTH, 2008, 11, 205-214",NA
"380","https://inspq.qc.ca/moisissures/fiches/acremonium-spp",NA
"381","https://inspq.qc.ca/moisissures/fiches/chaetomium-spp",NA
"382","Martina R., Keith S. : A new species of Chaetosphaeria with Menispora ciliata and phialophora-like anamorphs, Fungal Diversity, 2008, 29, 101-107",NA
"383","https://inspq.qc.ca/moisissures/fiches/fusarium-spp",NA
"384","https://www.adelaide.edu.au/mycology/fungal-descriptions-and-antifungal-susceptibility/hyphomycetes-conidial-moulds/purpureocillium",NA
"385","https://www.mycodb.fr/fiche.php?genre=Coniochaeta&espece=velutina",NA
"386","Danesh Y. R. : The Piriformospora indica, magic fungus and its role on sustainable agriculture, International Journal of Agricultural Technology, 2015, 11, 517-523",NA
"387","Ireneia M., Margarita D., Telleria M. : Repetobasidium azoricum (Basidiomycotina, Sistotremaceae), a new species from Azores Islands. Synopsis Fungorum, 2008, 25, 6-10",NA
"388","https://www.mycodb.fr/fiche.php?genre=Vuilleminia&espece=comedens&numphoto=3&source=list&filter=&numfiche=7995",NA
"389","Mohammed K., De Socorro J. R. H. F. : Date Palm Pests and Diseases Integrated Management Guide Chapter: Palm borers, Integrated Management Guide. Lebanon: International Center for Agricultural Research in the Dry Areas (ICARDA), 2018",NA
"390","http://www.environmentdata.org/archive/fbaia:3233",NA
"391","Siegfried K. : Arthropod-pathogenic Entomophthorales from Switzerland. III. First additions. Sydowia, 2007, 59, 75-113",NA
"392","Spaulding, S., Edlund, M. (2008). Cyclotella. In Diatoms of North America. Retrieved October 28, 2021, from https://diatoms.org/genera/cyclotella",NA
"393","Boyer C. S. : Synopsis of North American Diatomaceae, Proc. Acad. Nat. Sci., 1927, 79(1), 1-228",NA
"394","Potapova, M. (2009). Melosira varians. In Diatoms of North America. Retrieved October 28, 2021, from https://diatoms.org/species/melosira_varians",NA
"395","Spaulding, S. (2011). Amphora. In Diatoms of North America. Retrieved October 28, 2021, from https://diatoms.org/genera/amphora",NA
"396","Spaulding, S., Edlund, M. (2008). Cymbella. In Diatoms of North America. Retrieved October 28, 2021, from https://diatoms.org/genera/cymbella",NA
"397","Boyer C. S. : Synopsis of North American Diatomaceae, Proc. Acad. Nat. Sci., 1927, 79(2), 229-583",NA
"398","Spaulding, S., Edlund, M. (2009). Gomphoneis. In Diatoms of North America. Retrieved October 28, 2021, from https://diatoms.org/genera/gomphoneis",NA
"399","Kociolek, P. (2011). Gomphonema acuminatum. In Diatoms of North America. Retrieved October 28, 2021, from https://diatoms.org/species/gomphonema_acuminatum",NA
"400","Potapova, M. (2011). Navicula radiosa. In Diatoms of North America. Retrieved October 28, 2021, from https://diatoms.org/species/navicula_radiosa",NA
"401","Spaulding, S., Edlund, M. (2008). Nitzschia. In Diatoms of North America. Retrieved October 28, 2021, from https://diatoms.org/genera/nitzschia",NA
"402","Spaulding, S., Edlund, M. (2009). Pinnularia. In Diatoms of North America. Retrieved October 28, 2021, from https://diatoms.org/genera/pinnularia",NA
"403","http://web.nies.go.jp/chiiki1/protoz/morpho/flagella/cyclonex.htm",NA
"404","Trenkwalder H. : Neue Bodenalgen aus Föhrenwäldern im Raum von Brixen (Südtirol, Italien), Ber. nat.-med. Ver. Innsbruck, 1975, 62, 7-19",NA
"405","Picken L. E. R. : On the Bicoecidae: a family of colourless Flagellates, Cambridge., 1941",NA
"406","https://www.nies.go.jp/chiiki1/protoz/morpho/flagella/paramona.htm",NA
"407","Sideris C. P. : Taxonomic Studies in the familiy Pythiaceae, Mycologia, 1932, 24(1), 14-61",NA
"408","Markovskaja S. : The genus Aphanomyces (Leptolegniaceae, Peronosporomycetes) in Lithuania, Botanica Lithuanica, 2007, 13(4), 237–244",NA
"409","https://www.nies.go.jp/chiiki1/protoz/morpho/ciliopho/brachone.htm",NA
"410","https://www.nies.go.jp/chiiki1/protoz/morpho/ciliopho/cyrtolop.htm",NA
"411","https://www.nies.go.jp/chiiki1/protoz/morpho/ciliopho/stentor.htm",NA
"412","https://www.nies.go.jp/chiiki1/protoz/morpho/ciliopho/enchelys.htm",NA
"413","https://www.nies.go.jp/chiiki1/protoz/morpho/ciliopho/tracheli.htm",NA
"414","Molloy D. P., Giamberini L., Burlakova L. E., Karatayev A. Y., Cryan J. R., Trajanovski S. L., Trajanovska S. P. : Investigation of the endosymbionts of Dreissena stankovici with morphological and molecular confirmation of host species, Backhuys Publishers, Leiden, 2010",NA
"415","https://www.nies.go.jp/chiiki1/protoz/morpho/ciliopho/parameci.htm",NA
"416","Noland L. E. and Finley H. E. : Studies on the Taxonomy of the Genus Vorticella. American Microscopical Society, 1931, 2, 296-298",NA
"417","www.nies.go.jp/chiiki1/protoz/morpho/trimyema.htm#Trimyema compressum",NA
"418","Sonntag B., Strüder-Kypke M. C. and Summerer M. : Uroleptus willii nov. sp., a euplanktonic freshwater ciliate (Dorsomarginalia, Spirotrichea, Ciliophora) with algal symbionts: morphological description including phylogenetic data of the small subunit rRNA gene sequence and ecological notes, Denisia, 2008, 23, 279-288",NA
"419","http://cfb.unh.edu/phycokey/Choices/Chlorophyceae/unicells/non_flagellated/ANKYRA/Ankyra_key.html",NA
"420","Ohtsuka S., Suzaki T., Horiguchi T., Suzuki N., Not F. : Marine Protists: Diversity and Dynamics, Springer., edited by Springer, Tokyo., 2015",NA
"421","https://academic.oup.com/mbe/article/33/9/2318/2579200",NA
"422","Minter D. W., Peredo H. L., Watsan Anna T. : Acrospermum chilense sp. nov. from Chile and the Acrospermales ord. nov. Bol. Soc. Argent. Bot., 2007, 42, 1-2",NA
"423","Tanaka S. : Studies on black spot disease of the Japanese pear (Pyrus serotina Rehd.). Memoirs, College of Agriculture, Kyoto Imperial University, 1933, 28, 31",NA
"424","https://www.researchgate.net/deref/http%3A%2F%2Fedepot.wur.nl%2F38774",NA
"425","Zhao G., Liu X., Wu W. : Helicosporous hyphomycetes from china, Fungal Diversity, 2007, 26, 313-524",NA
"426","https://www.afl-lichenologie.fr/Photos_AFL/Photos_AFL_O/Ochrolechia_parella.htm",NA
"427","https://www.afl-lichenologie.fr/Photos_AFL/Photos_AFL_P/Phlyctis_argena.htm",NA
"428","https://www.afl-lichenologie.fr/Photos_AFL/Photos_AFL_P/Platismatia_glauca.htm",NA
"429","https://www.afl-lichenologie.fr/Photos_AFL/Photos_AFL_P/Protoblastenia_rupestris.htm",NA
"430","https://www.afl-lichenologie.fr/Photos_AFL/Photos_AFL_P/Text_P/Pycnothelia_papillaria.htm",NA
"431","https://www.afl-lichenologie.fr/Photos_AFL/Photos_AFL_S/Text_S/Scoliciosporum_umbrinum.htm",NA
"432","Schmidt, A. & Braun, U. 2020: Asexual morphs of powdery mildew species (Erysiphaceae) – new and supplementary morphological descriptions and illustrations, Schlechtendalia, 2020, 37, 30-79",NA
"433","http://www.ascofrance.fr/recolte/1857/leotiomycetes-helotiales-helotiaceae-heterosphaeria-patella",NA
"434","http://www.ascofrance.com/forum/48416/sclerotinia-sclerotiorum-and-s-ficariae-after-the-second",NA
"435","Karling J.S. : Studies in the Chytridiales II. Contribution to the Life History and Occurrence of Diplophlyctis intestina (Schenk) Schroeter in Cells of American Characeae, American Journal of Botany, 1928, 15, 204–214",NA
"436","https://www.nies.go.jp/chiiki1/protoz/morpho/flagella/spongomo.htm",NA
"437","www.sms.si.edu/irlspec/Ardiss_fulgen.htm",NA
"438","He W., Shi X., Shao C., Chen X. and Berger H. : Morphology and Cell Division of the Little Known Freshwater Ciliate Uroleptus cf. magnificus (Kahl, 1932) Olmo, 2000 (Hypotricha, Uroleptidae), and List of Published Names in Uroleptus Ehrenberg, 1831 and Paruroleptus Wenzel, 1953, Acta Protozool., 2011, 50, 175-203",NA
"439","David J.C. (1988) Alternaria kikuchiana, CMI Descriptions of Pathogenic Fungi and Bacteria No. 954, CAB International, Wallingford, UK",NA
"440","https://www.inspq.qc.ca/moisissures/fiches/aureobasidium-pullulans",NA
"441","Sussey J. M. : Les fiches du débutant (12e série), Bull. Ass. Fr. Lichénologie, 2010, 35, 27",NA
"442","https://www.afl-lichenologie.fr/Photos_AFL/Photos_AFL_C/Textes_C2/Candelariella_reflexa.htm",NA
"443","https://www.afl-lichenologie.fr/Photos_AFL/Photos_AFL_H/Hypogymnia_physodes.htm",NA
"444","https://www.dfo-mpo.gc.ca/science/aah-saa/diseases-maladies/psorhcy-fra.html",NA
"445","www.eol.org/pages/12818/overview",NA
"446","Moestrup Л., Akselmann R., Fraga S., Hoppenrath M., Iwataki M., Komљrek J., Larsen J., Lundholm N., Zingone A. : IOC-UNESCO Taxonomic Reference List of Harmful Micro Algae. Accessed at http://www.marinespecies.org/hab on 2018-04-24",NA
"447","https://www.afl-lichenologie.fr/Photos_AFL/Photos_AFL_A/Amandinea_punctata.htm",NA
