Sample,tank,Species,length,community,treatment
4,1,Insect,0.503,Naive,Caged
4,1,Insect,1.949,Naive,Caged
4,1,Nauplii,0.166,Naive,Caged
4,1,Nauplii,0.237,Naive,Caged
4,1,Nauplii,0.163,Naive,Caged
4,1,Nauplii,0.202,Naive,Caged
4,1,Nauplii,0.265,Naive,Caged
4,1,Unkown,4.243,Naive,Caged
4,6,Insect,0.819,Experienced,Caged
4,6,Insect,2.016,Experienced,Caged
4,6,Keratella,0.123,Experienced,Caged
4,6,Nauplii,0.214,Experienced,Caged
4,6,Nauplii,0.135,Experienced,Caged
4,6,Nauplii,0.15,Experienced,Caged
4,6,Nauplii,0.129,Experienced,Caged
4,6,Nauplii,0.161,Experienced,Caged
4,6,Nauplii,0.105,Experienced,Caged
4,6,Nauplii,0.152,Experienced,Caged
4,6,Nauplii,0.132,Experienced,Caged
4,6,Nauplii,0.139,Experienced,Caged
4,6,Nauplii,0.262,Experienced,Caged
4,6,Nauplii,0.116,Experienced,Caged
4,6,Nauplii,0.13,Experienced,Caged
4,6,Nauplii,0.184,Experienced,Caged
4,6,Nauplii,0.12,Experienced,Caged
4,6,Nauplii,0.138,Experienced,Caged
4,6,Nauplii,0.141,Experienced,Caged
4,6,Nauplii,0.127,Experienced,Caged
4,6,Nauplii,0.156,Experienced,Caged
4,6,Nauplii,0.155,Experienced,Caged
4,22,Chironomid,1.104,Experienced,Caged
4,22,Chironomid,1.003,Experienced,Caged
4,22,Chironomid,1.63,Experienced,Caged
4,22,Chironomid,1.45,Experienced,Caged
4,22,Chironomid,2.507,Experienced,Caged
4,22,Chironomid,1.474,Experienced,Caged
4,22,Chironomid,1.1,Experienced,Caged
4,22,Chironomid,1.345,Experienced,Caged
4,22,Chironomid,1.145,Experienced,Caged
4,22,Chironomid,0.921,Experienced,Caged
4,22,Chironomid,1.91,Experienced,Caged
4,22,Chironomid,1.772,Experienced,Caged
4,22,Chironomid,1.173,Experienced,Caged
4,22,Chironomid,3.035,Experienced,Caged
4,22,Chironomid,1.717,Experienced,Caged
4,22,Chironomid,1.243,Experienced,Caged
4,22,Mosquito,1.467,Experienced,Caged
4,22,Mosquito,1.348,Experienced,Caged
4,22,Mosquito,1.281,Experienced,Caged
4,22,Insect,0.566,Experienced,Caged
4,22,Insect,0.68,Experienced,Caged
4,22,Insect,0.754,Experienced,Caged
4,22,Insect,0.575,Experienced,Caged
4,22,Insect,1.402,Experienced,Caged
4,22,Insect,0.546,Experienced,Caged
4,22,Insect,0.732,Experienced,Caged
4,22,Insect,0.853,Experienced,Caged
4,22,Insect,0.617,Experienced,Caged
4,22,Insect,0.703,Experienced,Caged
4,22,Insect,0.714,Experienced,Caged
4,22,Insect,1.123,Experienced,Caged
4,22,Insect,0.368,Experienced,Caged
4,22,Nauplii,0.136,Experienced,Caged
4,22,Nauplii,0.163,Experienced,Caged
4,22,Nauplii,0.145,Experienced,Caged
4,22,Nauplii,0.099,Experienced,Caged
4,22,Nauplii,0.127,Experienced,Caged
4,22,Nauplii,0.138,Experienced,Caged
4,22,Nauplii,0.181,Experienced,Caged
4,22,Nauplii,0.168,Experienced,Caged
4,22,Nauplii,0.092,Experienced,Caged
4,22,Nauplii,0.21,Experienced,Caged
4,22,Nauplii,0.186,Experienced,Caged
4,22,Nauplii,0.177,Experienced,Caged
4,22,Nauplii,0.122,Experienced,Caged
4,22,Nauplii,0.132,Experienced,Caged
4,22,Nauplii,0.143,Experienced,Caged
4,22,Nauplii,0.139,Experienced,Caged
4,22,Nauplii,0.215,Experienced,Caged
4,22,Nauplii,0.131,Experienced,Caged
4,22,Nauplii,0.164,Experienced,Caged
4,22,Nauplii,0.13,Experienced,Caged
4,22,Nauplii,0.167,Experienced,Caged
4,22,Nauplii,0.148,Experienced,Caged
4,22,Nauplii,0.144,Experienced,Caged
4,22,Nauplii,0.137,Experienced,Caged
4,22,Nauplii,0.188,Experienced,Caged
4,22,Nauplii,0.177,Experienced,Caged
4,22,Nauplii,0.139,Experienced,Caged
4,22,Nauplii,0.165,Experienced,Caged
4,22,Nauplii,0.115,Experienced,Caged
4,22,Nauplii,0.17,Experienced,Caged
4,22,Nauplii,0.189,Experienced,Caged
4,22,Nauplii,0.106,Experienced,Caged
4,22,Nauplii,0.2,Experienced,Caged
4,29,Chironomid,1.663,Naive,Control
4,29,Chironomid,1.539,Naive,Control
4,29,Chironomid,1.019,Naive,Control
4,29,Chironomid,1.382,Naive,Control
4,29,Chironomid,1.21,Naive,Control
4,29,Chironomid,1.279,Naive,Control
4,29,Chironomid,1.291,Naive,Control
4,29,Chironomid,0.733,Naive,Control
4,29,Chironomid,0.869,Naive,Control
4,29,Chironomid,1.164,Naive,Control
4,29,Chironomid,1.665,Naive,Control
4,29,Mosquito,3.255,Naive,Control
4,29,Mosquito,4.109,Naive,Control
4,29,Nauplii,0.102,Naive,Control
4,29,Nauplii,0.302,Naive,Control
4,29,Nauplii,0.278,Naive,Control
4,29,Nauplii,0.194,Naive,Control
4,29,Nauplii,0.135,Naive,Control
4,29,Nauplii,0.154,Naive,Control
4,29,Nauplii,0.133,Naive,Control
4,29,Nauplii,0.178,Naive,Control
4,29,Nauplii,0.241,Naive,Control
4,29,Nauplii,0.298,Naive,Control
4,29,Nauplii,0.117,Naive,Control
4,29,Nauplii,0.144,Naive,Control
4,29,Nauplii,0.297,Naive,Control
4,29,Nauplii,0.258,Naive,Control
4,29,Nauplii,0.095,Naive,Control
4,29,Nauplii,0.227,Naive,Control
4,29,Nauplii,0.142,Naive,Control
4,29,Nauplii,0.239,Naive,Control
4,29,Nauplii,0.117,Naive,Control
4,29,Nauplii,0.252,Naive,Control
4,29,Nauplii,0.143,Naive,Control
4,29,Nauplii,0.097,Naive,Control
4,29,Nauplii,0.263,Naive,Control
4,29,Nauplii,0.173,Naive,Control
4,29,Nauplii,0.18,Naive,Control
4,29,Nauplii,0.171,Naive,Control
4,16,Chironomid,0.853,Experienced,Free
4,16,Chironomid,0.845,Experienced,Free
4,16,Chironomid,1.407,Experienced,Free
4,16,Chironomid,1.256,Experienced,Free
4,16,Chironomid,1.316,Experienced,Free
4,16,Chironomid,0.602,Experienced,Free
4,16,Chironomid,1.839,Experienced,Free
4,16,Chironomid,1.267,Experienced,Free
4,16,Chironomid,1.496,Experienced,Free
4,16,Chironomid,1.231,Experienced,Free
4,16,Insect,2.097,Experienced,Free
4,16,Insect,2.123,Experienced,Free
4,16,Insect,0.743,Experienced,Free
4,16,Insect,1.056,Experienced,Free
4,16,Insect,2.066,Experienced,Free
4,16,Insect,0.984,Experienced,Free
4,16,Keratella,0.122,Experienced,Free
4,16,Keratella,0.119,Experienced,Free
4,16,Keratella,0.119,Experienced,Free
4,16,Nauplii,0.183,Experienced,Free
4,16,Nauplii,0.162,Experienced,Free
4,16,Nauplii,0.136,Experienced,Free
4,16,Nauplii,0.277,Experienced,Free
4,16,Nauplii,0.247,Experienced,Free
4,16,Nauplii,0.167,Experienced,Free
4,16,Nauplii,0.199,Experienced,Free
4,16,Nauplii,0.188,Experienced,Free
4,16,Nauplii,0.202,Experienced,Free
4,16,Nauplii,0.323,Experienced,Free
4,16,Nauplii,0.233,Experienced,Free
4,16,Nauplii,0.227,Experienced,Free
4,16,Nauplii,0.129,Experienced,Free
4,16,Nauplii,0.148,Experienced,Free
4,16,Nauplii,0.137,Experienced,Free
4,16,Nauplii,0.135,Experienced,Free
4,16,Nauplii,0.168,Experienced,Free
4,16,Nauplii,0.158,Experienced,Free
4,16,Nauplii,0.207,Experienced,Free
4,16,Nauplii,0.226,Experienced,Free
4,16,Nauplii,0.174,Experienced,Free
4,16,Nauplii,0.207,Experienced,Free
4,16,Nauplii,0.102,Experienced,Free
4,16,Nauplii,0.199,Experienced,Free
4,16,Nauplii,0.194,Experienced,Free
4,16,Nauplii,0.244,Experienced,Free
4,16,Nauplii,0.188,Experienced,Free
4,8,Keratella,0.104,Experienced,Free
4,8,Keratella,0.09,Experienced,Free
4,8,Keratella,0.103,Experienced,Free
4,8,Keratella,0.101,Experienced,Free
4,8,Keratella,0.097,Experienced,Free
4,8,Keratella,0.094,Experienced,Free
4,8,Keratella,0.096,Experienced,Free
4,8,Keratella,0.068,Experienced,Free
4,8,Keratella,0.107,Experienced,Free
4,8,Keratella,0.093,Experienced,Free
4,8,Keratella,0.112,Experienced,Free
4,8,Nauplii,0.16,Experienced,Free
4,8,Nauplii,0.157,Experienced,Free
4,8,Nauplii,0.181,Experienced,Free
4,8,Nauplii,0.228,Experienced,Free
4,8,Nauplii,0.271,Experienced,Free
4,8,Nauplii,0.276,Experienced,Free
4,8,Nauplii,0.155,Experienced,Free
4,8,Nauplii,0.186,Experienced,Free
4,8,Nauplii,0.274,Experienced,Free
4,8,Nauplii,0.244,Experienced,Free
4,8,Nauplii,0.173,Experienced,Free
4,8,Nauplii,0.22,Experienced,Free
4,8,Nauplii,0.255,Experienced,Free
4,8,Nauplii,0.115,Experienced,Free
4,8,Nauplii,0.254,Experienced,Free
4,8,Nauplii,0.267,Experienced,Free
4,8,Nauplii,0.149,Experienced,Free
4,8,Nauplii,0.181,Experienced,Free
4,8,Nauplii,0.118,Experienced,Free
4,8,Nauplii,0.241,Experienced,Free
4,8,Nauplii,0.169,Experienced,Free
4,8,Nauplii,0.16,Experienced,Free
4,8,Nauplii,0.23,Experienced,Free
4,8,Nauplii,0.247,Experienced,Free
3,28,Insect,0.812,Experienced,Free
3,28,Insect,0.805,Experienced,Free
4,17,Insect,0.801,Experienced,Caged
4,17,Keratella,0.126,Experienced,Caged
4,17,Keratella,0.117,Experienced,Caged
4,17,Keratella,0.096,Experienced,Caged
4,17,Keratella,0.126,Experienced,Caged
4,17,Keratella,0.084,Experienced,Caged
4,17,Keratella,0.107,Experienced,Caged
4,17,Keratella,0.106,Experienced,Caged
4,17,Keratella,0.109,Experienced,Caged
4,17,Keratella,0.1,Experienced,Caged
4,17,Keratella,0.107,Experienced,Caged
4,17,Keratella,0.115,Experienced,Caged
4,17,Keratella,0.119,Experienced,Caged
4,17,Keratella,0.105,Experienced,Caged
4,17,Keratella,0.116,Experienced,Caged
4,17,Keratella,0.09,Experienced,Caged
4,17,Keratella,0.1,Experienced,Caged
4,17,Keratella,0.089,Experienced,Caged
4,17,Keratella,0.096,Experienced,Caged
4,17,Keratella,0.1,Experienced,Caged
4,17,Keratella,0.087,Experienced,Caged
4,17,Keratella,0.108,Experienced,Caged
4,17,Keratella,0.124,Experienced,Caged
4,17,Keratella,0.106,Experienced,Caged
4,17,Keratella,0.104,Experienced,Caged
4,17,Keratella,0.099,Experienced,Caged
4,17,Keratella,0.107,Experienced,Caged
4,17,Nauplii,0.18,Experienced,Caged
4,17,Nauplii,0.14,Experienced,Caged
4,17,Nauplii,0.235,Experienced,Caged
4,17,Nauplii,0.107,Experienced,Caged
4,17,Nauplii,0.15,Experienced,Caged
4,17,Nauplii,0.146,Experienced,Caged
4,17,Nauplii,0.123,Experienced,Caged
4,17,Nauplii,0.175,Experienced,Caged
4,17,Nauplii,0.164,Experienced,Caged
4,17,Nauplii,0.156,Experienced,Caged
4,17,Nauplii,0.182,Experienced,Caged
4,17,Nauplii,0.136,Experienced,Caged
4,17,Nauplii,0.154,Experienced,Caged
4,17,Nauplii,0.114,Experienced,Caged
4,17,Nauplii,0.162,Experienced,Caged
4,17,Nauplii,0.126,Experienced,Caged
4,17,Nauplii,0.132,Experienced,Caged
4,17,Nauplii,0.103,Experienced,Caged
4,17,Nauplii,0.083,Experienced,Caged
4,17,Nauplii,0.16,Experienced,Caged
4,17,Nauplii,0.148,Experienced,Caged
4,17,Nauplii,0.199,Experienced,Caged
4,7,Bosmina,0.357,Naive,Free
4,7,Bosmina,0.251,Naive,Free
4,7,Bosmina,0.189,Naive,Free
4,7,Bosmina,0.235,Naive,Free
4,7,Bosmina,0.251,Naive,Free
4,7,Bosmina,0.223,Naive,Free
4,7,Bosmina,0.192,Naive,Free
4,7,Bosmina,0.328,Naive,Free
4,7,Bosmina,0.231,Naive,Free
4,7,Bosmina,0.301,Naive,Free
4,7,Bosmina,0.24,Naive,Free
4,7,Bosmina,0.206,Naive,Free
4,7,Bosmina,0.262,Naive,Free
4,7,Bosmina,0.226,Naive,Free
4,7,Bosmina,0.216,Naive,Free
4,7,Bosmina,0.272,Naive,Free
4,7,Bosmina,0.225,Naive,Free
4,7,Bosmina,0.351,Naive,Free
4,7,Bosmina,0.356,Naive,Free
4,7,Bosmina,0.339,Naive,Free
4,7,Bosmina,0.292,Naive,Free
4,7,Bosmina,0.343,Naive,Free
4,7,Bosmina,0.236,Naive,Free
4,7,Bosmina,0.349,Naive,Free
4,7,Bosmina,0.395,Naive,Free
4,7,Bosmina,0.369,Naive,Free
4,7,Bosmina,0.212,Naive,Free
4,7,Chironomid,1.308,Naive,Free
4,7,Chironomid,1.539,Naive,Free
4,7,Chironomid,1.262,Naive,Free
4,7,Chironomid,1.182,Naive,Free
4,7,Chironomid,1.239,Naive,Free
4,7,Chironomid,1.444,Naive,Free
4,7,Chironomid,1.492,Naive,Free
4,7,Chironomid,1.195,Naive,Free
4,7,Chironomid,1.351,Naive,Free
4,7,Chironomid,1.132,Naive,Free
4,7,Chironomid,1.366,Naive,Free
4,7,Chironomid,1.327,Naive,Free
4,7,Chironomid,1.155,Naive,Free
4,7,Chironomid,1.556,Naive,Free
4,7,Chironomid,1.669,Naive,Free
4,7,Chironomid,1.388,Naive,Free
4,7,Chironomid,0.69,Naive,Free
4,7,Chironomid,1.349,Naive,Free
4,7,Chironomid,1.679,Naive,Free
4,7,Chironomid,0.986,Naive,Free
4,7,Chironomid,1.451,Naive,Free
4,7,Chironomid,1.296,Naive,Free
4,7,Chironomid,1.237,Naive,Free
4,7,Chironomid,1.222,Naive,Free
4,7,Chironomid,0.985,Naive,Free
4,7,Chironomid,1.06,Naive,Free
4,7,Chironomid,1.643,Naive,Free
4,7,Chironomid,1.563,Naive,Free
4,7,Chironomid,1.411,Naive,Free
4,7,Chironomid,1.16,Naive,Free
4,7,Chydorus,0.324,Naive,Free
4,7,Chydorus,0.311,Naive,Free
4,7,Chydorus,0.242,Naive,Free
4,7,Chydorus,0.335,Naive,Free
4,7,Chydorus,0.313,Naive,Free
4,7,Chydorus,0.261,Naive,Free
4,7,Chydorus,0.245,Naive,Free
4,7,Chydorus,0.297,Naive,Free
4,7,Chydorus,0.318,Naive,Free
4,7,Chydorus,0.199,Naive,Free
4,7,Chydorus,0.224,Naive,Free
4,7,Chydorus,0.28,Naive,Free
4,7,Chydorus,0.25,Naive,Free
4,7,Chydorus,0.26,Naive,Free
4,7,Chydorus,0.28,Naive,Free
4,7,Chydorus,0.284,Naive,Free
4,7,Chydorus,0.329,Naive,Free
4,7,Chydorus,0.304,Naive,Free
4,7,Chydorus,0.279,Naive,Free
4,7,Chydorus,0.246,Naive,Free
4,7,Chydorus,0.281,Naive,Free
4,7,Chydorus,0.262,Naive,Free
4,7,Chydorus,0.294,Naive,Free
4,7,Chydorus,0.31,Naive,Free
4,7,Insect,1.941,Naive,Free
4,7,Keratella,0.123,Naive,Free
4,7,Keratella,0.088,Naive,Free
4,7,Keratella,0.117,Naive,Free
4,7,Keratella,0.12,Naive,Free
4,7,Keratella,0.101,Naive,Free
4,7,Keratella,0.116,Naive,Free
4,7,Keratella,0.115,Naive,Free
4,7,Keratella,0.126,Naive,Free
4,7,Keratella,0.119,Naive,Free
4,7,Keratella,0.119,Naive,Free
4,7,Keratella,0.111,Naive,Free
4,7,Keratella,0.102,Naive,Free
4,7,Keratella,0.111,Naive,Free
4,7,Keratella,0.095,Naive,Free
4,7,Keratella,0.115,Naive,Free
4,7,Keratella,0.12,Naive,Free
4,7,Keratella,0.1,Naive,Free
4,7,Keratella,0.113,Naive,Free
4,7,Keratella,0.109,Naive,Free
4,7,Keratella,0.121,Naive,Free
4,7,Keratella,0.106,Naive,Free
4,7,Keratella,0.118,Naive,Free
4,7,Keratella,0.1,Naive,Free
4,7,Keratella,0.101,Naive,Free
4,7,Keratella,0.085,Naive,Free
4,7,Keratella,0.072,Naive,Free
4,7,Keratella,0.088,Naive,Free
4,7,Nauplii,0.161,Naive,Free
4,7,Nauplii,0.135,Naive,Free
4,7,Nauplii,0.203,Naive,Free
4,7,Nauplii,0.14,Naive,Free
4,7,Nauplii,0.324,Naive,Free
4,7,Nauplii,0.139,Naive,Free
4,7,Nauplii,0.103,Naive,Free
4,7,Nauplii,0.141,Naive,Free
4,7,Nauplii,0.112,Naive,Free
4,7,Nauplii,0.16,Naive,Free
4,7,Nauplii,0.141,Naive,Free
4,7,Nauplii,0.154,Naive,Free
4,7,Nauplii,0.158,Naive,Free
4,7,Nauplii,0.122,Naive,Free
4,7,Nauplii,0.117,Naive,Free
4,7,Nauplii,0.138,Naive,Free
4,7,Nauplii,0.132,Naive,Free
4,7,Nauplii,0.115,Naive,Free
4,7,Nauplii,0.139,Naive,Free
4,7,Nauplii,0.119,Naive,Free
4,7,Nauplii,0.173,Naive,Free
4,7,Nauplii,0.093,Naive,Free
4,7,Nauplii,0.109,Naive,Free
4,7,Nauplii,0.143,Naive,Free
4,7,Nauplii,0.129,Naive,Free
4,7,Nauplii,0.14,Naive,Free
4,2,Chironomid,2.34,Experienced,Control
4,2,Chironomid,2.378,Experienced,Control
4,2,Chironomid,1.82,Experienced,Control
4,2,Chironomid,1.238,Experienced,Control
4,2,Chironomid,2.733,Experienced,Control
4,2,Chironomid,1.429,Experienced,Control
4,2,Chironomid,1.243,Experienced,Control
4,2,Chironomid,1.269,Experienced,Control
4,2,Chironomid,0.94,Experienced,Control
4,2,Chironomid,2.381,Experienced,Control
4,2,Chironomid,1.606,Experienced,Control
4,2,Chironomid,2.853,Experienced,Control
4,2,Chironomid,3.011,Experienced,Control
4,2,Chironomid,2.584,Experienced,Control
4,2,Chironomid,2.705,Experienced,Control
4,2,Chironomid,2.834,Experienced,Control
4,2,Chironomid,1.802,Experienced,Control
4,2,Chironomid,2.894,Experienced,Control
4,2,Insect,0.875,Experienced,Control
4,2,Insect,0.724,Experienced,Control
4,2,Insect,1.048,Experienced,Control
4,2,Insect,0.931,Experienced,Control
4,2,Insect,0.681,Experienced,Control
4,2,Insect,0.669,Experienced,Control
4,2,Insect,1.139,Experienced,Control
4,2,Insect,1.011,Experienced,Control
4,2,Insect,1.363,Experienced,Control
4,2,Nauplii,0.22,Experienced,Control
4,2,Nauplii,0.131,Experienced,Control
4,2,Nauplii,0.213,Experienced,Control
4,2,Nauplii,0.14,Experienced,Control
4,2,Nauplii,0.241,Experienced,Control
4,2,Nauplii,0.274,Experienced,Control
4,2,Nauplii,0.192,Experienced,Control
4,2,Nauplii,0.199,Experienced,Control
4,2,Nauplii,0.3,Experienced,Control
4,2,Nauplii,0.188,Experienced,Control
4,2,Nauplii,0.125,Experienced,Control
4,2,Nauplii,0.296,Experienced,Control
4,2,Nauplii,0.296,Experienced,Control
4,2,Nauplii,0.238,Experienced,Control
4,2,Nauplii,0.228,Experienced,Control
4,2,Nauplii,0.242,Experienced,Control
4,2,Nauplii,0.272,Experienced,Control
4,2,Nauplii,0.205,Experienced,Control
4,2,Nauplii,0.231,Experienced,Control
4,2,Nauplii,0.171,Experienced,Control
4,2,Nauplii,0.178,Experienced,Control
4,2,Nauplii,0.254,Experienced,Control
4,2,Nauplii,0.246,Experienced,Control
4,2,Nauplii,0.2,Experienced,Control
4,2,Nauplii,0.229,Experienced,Control
4,2,Nauplii,0.222,Experienced,Control
3,24,Bosmina,0.29,Naive,Control
3,24,Chironomid,2.632,Naive,Control
3,24,Chironomid,1.524,Naive,Control
3,24,Chironomid,1.359,Naive,Control
3,24,Chironomid,1.12,Naive,Control
3,24,Chironomid,1.169,Naive,Control
3,24,Chironomid,1.047,Naive,Control
3,24,Chironomid,0.83,Naive,Control
3,24,Chironomid,1.212,Naive,Control
3,24,Chironomid,1.51,Naive,Control
3,24,Chironomid,1.342,Naive,Control
3,24,Chironomid,1.124,Naive,Control
3,24,Chironomid,0.557,Naive,Control
3,24,Chironomid,1.503,Naive,Control
3,24,Chironomid,1.204,Naive,Control
3,24,Chironomid,1.062,Naive,Control
3,24,Chironomid,0.926,Naive,Control
3,24,Chironomid,1.29,Naive,Control
3,24,Chironomid,1.571,Naive,Control
3,24,Chironomid,1.808,Naive,Control
3,24,Chironomid,0.898,Naive,Control
3,24,Chironomid,1.233,Naive,Control
3,24,Chironomid,1.449,Naive,Control
3,24,Chironomid,0.967,Naive,Control
3,24,Chydorus,0.289,Naive,Control
3,24,Chydorus,0.198,Naive,Control
3,24,Chydorus,0.291,Naive,Control
3,24,Chydorus,0.299,Naive,Control
3,24,Chydorus,0.266,Naive,Control
3,24,Chydorus,0.323,Naive,Control
3,24,Chydorus,0.284,Naive,Control
3,24,Chydorus,0.382,Naive,Control
3,24,Chydorus,0.214,Naive,Control
3,24,Chydorus,0.339,Naive,Control
3,24,Chydorus,0.306,Naive,Control
3,24,Chydorus,0.171,Naive,Control
3,24,Chydorus,0.227,Naive,Control
3,24,Chydorus,0.387,Naive,Control
3,24,Chydorus,0.308,Naive,Control
3,24,Chydorus,0.249,Naive,Control
3,24,Chydorus,0.349,Naive,Control
3,24,Chydorus,0.211,Naive,Control
3,24,Chydorus,0.218,Naive,Control
3,24,Chydorus,0.318,Naive,Control
3,24,Chydorus,0.231,Naive,Control
3,24,Chydorus,0.348,Naive,Control
3,24,Chydorus,0.224,Naive,Control
3,24,Chydorus,0.337,Naive,Control
3,24,Chydorus,0.17,Naive,Control
3,24,Chydorus,0.395,Naive,Control
3,24,Chydorus,0.179,Naive,Control
3,24,Mosquito,1.255,Naive,Control
3,24,Mosquito,4.074,Naive,Control
3,24,Mosquito,1.404,Naive,Control
3,24,Insect,0.786,Naive,Control
3,24,Insect,0.797,Naive,Control
3,24,Insect,1.897,Naive,Control
3,24,Insect,1.739,Naive,Control
3,24,Insect,0.908,Naive,Control
3,24,Insect,0.621,Naive,Control
3,24,Insect,0.833,Naive,Control
3,24,Insect,0.893,Naive,Control
3,24,Insect,0.821,Naive,Control
3,24,Insect,1.106,Naive,Control
3,24,Insect,1.015,Naive,Control
3,24,Insect,0.778,Naive,Control
3,24,Insect,0.738,Naive,Control
3,24,Insect,0.743,Naive,Control
3,24,Insect,0.727,Naive,Control
3,24,Nauplii,0.122,Naive,Control
3,24,Nauplii,0.113,Naive,Control
3,24,Nauplii,0.284,Naive,Control
3,24,Nauplii,0.1,Naive,Control
3,24,Nauplii,0.125,Naive,Control
3,24,Nauplii,0.283,Naive,Control
3,24,Nauplii,0.18,Naive,Control
3,24,Nauplii,0.279,Naive,Control
3,24,Nauplii,0.123,Naive,Control
3,24,Nauplii,0.303,Naive,Control
3,24,Nauplii,0.259,Naive,Control
3,24,Nauplii,0.26,Naive,Control
3,24,Nauplii,0.127,Naive,Control
3,24,Nauplii,0.269,Naive,Control
3,24,Nauplii,0.327,Naive,Control
3,24,Nauplii,0.198,Naive,Control
1,2,Insect,0.85,Experienced,Control
1,2,Insect,1.13,Experienced,Control
1,2,Insect,1.02,Experienced,Control
1,2,Insect,1.089,Experienced,Control
1,2,Insect,1.076,Experienced,Control
1,2,Insect,1.119,Experienced,Control
1,2,Insect,1.542,Experienced,Control
1,2,Insect,0.397,Experienced,Control
1,2,Insect,1.199,Experienced,Control
1,2,Insect,1.348,Experienced,Control
1,2,Insect,0.327,Experienced,Control
1,2,Insect,1.229,Experienced,Control
1,2,Insect,1.138,Experienced,Control
1,2,Keratella,0.091,Experienced,Control
1,2,Nauplii,0.178,Experienced,Control
1,2,Nauplii,0.173,Experienced,Control
1,2,Nauplii,0.203,Experienced,Control
1,2,Nauplii,0.103,Experienced,Control
1,2,Nauplii,0.127,Experienced,Control
1,2,Nauplii,0.189,Experienced,Control
3,2,Chironomid,1.171,Experienced,Control
3,2,Chironomid,2.859,Experienced,Control
3,2,Chironomid,2.057,Experienced,Control
3,2,Chironomid,1.928,Experienced,Control
3,2,Chironomid,2.338,Experienced,Control
3,2,Chironomid,1.86,Experienced,Control
3,2,Chironomid,1.384,Experienced,Control
3,2,Chironomid,1.73,Experienced,Control
3,2,Chironomid,2.374,Experienced,Control
3,2,Insect,0.891,Experienced,Control
3,2,Insect,0.982,Experienced,Control
3,2,Insect,1.408,Experienced,Control
3,2,Insect,2.139,Experienced,Control
3,2,Insect,1.444,Experienced,Control
3,2,Insect,1.24,Experienced,Control
3,2,Insect,1.113,Experienced,Control
3,2,Nauplii,0.26,Experienced,Control
3,2,Nauplii,0.245,Experienced,Control
3,2,Nauplii,0.263,Experienced,Control
3,2,Nauplii,0.211,Experienced,Control
3,2,Nauplii,0.108,Experienced,Control
3,2,Nauplii,0.197,Experienced,Control
3,2,Nauplii,0.159,Experienced,Control
3,2,Nauplii,0.124,Experienced,Control
3,2,Nauplii,0.116,Experienced,Control
3,2,Nauplii,0.305,Experienced,Control
3,2,Nauplii,0.206,Experienced,Control
3,2,Nauplii,0.156,Experienced,Control
3,2,Nauplii,0.154,Experienced,Control
3,2,Nauplii,0.124,Experienced,Control
3,2,Nauplii,0.295,Experienced,Control
3,2,Nauplii,0.184,Experienced,Control
3,2,Nauplii,0.171,Experienced,Control
3,2,Nauplii,0.195,Experienced,Control
3,2,Nauplii,0.206,Experienced,Control
3,2,Nauplii,0.271,Experienced,Control
3,2,Nauplii,0.208,Experienced,Control
3,3,Bosmina,0.411,Naive,Control
3,3,Bosmina,0.261,Naive,Control
3,3,Bosmina,0.252,Naive,Control
3,3,Bosmina,0.28,Naive,Control
3,3,Bosmina,0.247,Naive,Control
3,3,Bosmina,0.252,Naive,Control
3,3,Bosmina,0.34,Naive,Control
3,3,Bosmina,0.254,Naive,Control
3,3,Bosmina,0.232,Naive,Control
3,3,Chironomid,2.147,Naive,Control
3,3,Chironomid,2.462,Naive,Control
3,3,Chironomid,3.052,Naive,Control
3,3,Chironomid,1.668,Naive,Control
3,3,Chironomid,2.081,Naive,Control
3,3,Chironomid,0.918,Naive,Control
3,3,Chironomid,0.654,Naive,Control
3,3,Chydorus,0.233,Naive,Control
3,3,Chydorus,0.206,Naive,Control
3,3,Chydorus,0.213,Naive,Control
3,3,Insect,0.931,Naive,Control
3,3,Mosquito,1.179,Naive,Control
3,3,Mosquito,1.094,Naive,Control
3,3,Mosquito,1.068,Naive,Control
3,3,Mosquito,1.092,Naive,Control
3,3,Nauplii,0.231,Naive,Control
3,3,Nauplii,0.261,Naive,Control
3,3,Nauplii,0.224,Naive,Control
3,3,Nauplii,0.125,Naive,Control
3,3,Nauplii,0.14,Naive,Control
3,3,Nauplii,0.307,Naive,Control
3,3,Nauplii,0.205,Naive,Control
3,3,Nauplii,0.24,Naive,Control
3,3,Nauplii,0.158,Naive,Control
3,3,Nauplii,0.136,Naive,Control
3,3,Nauplii,0.224,Naive,Control
3,3,Nauplii,0.163,Naive,Control
3,3,Nauplii,0.273,Naive,Control
3,3,Nauplii,0.3,Naive,Control
3,3,Nauplii,0.182,Naive,Control
3,3,Nauplii,0.237,Naive,Control
3,3,Nauplii,0.26,Naive,Control
3,3,Nauplii,0.107,Naive,Control
3,3,Nauplii,0.205,Naive,Control
3,3,Nauplii,0.204,Naive,Control
3,3,Nauplii,0.155,Naive,Control
3,3,Stonefly,1.357,Naive,Control
3,3,Stonefly,1.137,Naive,Control
4,5,Chironomid,1.262,Naive,Free
4,5,Chironomid,1.575,Naive,Free
4,5,Chironomid,1.654,Naive,Free
4,5,Chironomid,1.711,Naive,Free
4,5,Chironomid,1.613,Naive,Free
4,5,Chironomid,1.637,Naive,Free
4,5,Chironomid,1.873,Naive,Free
4,5,Chironomid,1.661,Naive,Free
4,5,Chironomid,1.933,Naive,Free
4,5,Chironomid,1.5,Naive,Free
