source.code,authors,year,title,publication,volume,issue,start.page,end.page,doi,ISSN,eISSN,ISBN
269,"Prasetiya, FS; Safitri, I; Widowati, I; Cognie, B; Decottignies, P; Gastineau, R; Morançais, M; Windarto, E; Tremblay, R; Mouget, JL",2016,does allelopathy affect co-culturing haslea ostrearia with other microalgae relevant to aquaculture?,JOURNAL OF APPLIED PHYCOLOGY,28,4,2241,2254,10.1007/s10811-015-0779-y,0921-8971,1573-5176,NA
270,"Echeveste, P; Agustí, S; Dachs, J",2010,cell size dependent toxicity thresholds of polycyclic aromatic hydrocarbons to natural and cultured phytoplankton populations,ENVIRONMENTAL POLLUTION,158,1,299,307,10.1016/j.envpol.2009.07.006,0269-7491,NA,NA
271,"Jacob, BG; Dassow, P; Salisbury, JE; Navarro, JM; Vargas, CA",2017,impact of low ph/high pco2 on the physiological response and fatty acid content in diatom skeletonema pseudocostatum,JOURNAL OF THE MARINE BIOLOGICAL ASSOCIATION OF THE UNITED KINGDOM,97,2,225,233,10.1017/S0025315416001570,0025-3154,1469-7769,NA
272,"Yu, J; Tian, JY; Yang, GP",2015,"effects of harpacticus sp (harpacticoida, copepod) grazing on dimethylsulfoniopropionate and dimethylsulfide concentrations in seawater",JOURNAL OF SEA RESEARCH,99,NA,17,25,10.1016/j.seares.2015.01.004,1385-1101,1873-1414,NA
273,"Flynn, KJ; Davidson, K; Cunningham, A",1996,prey selection and rejection by a microflagellate; implications for the study and operation of microbial food webs,JOURNAL OF EXPERIMENTAL MARINE BIOLOGY AND ECOLOGY,196,1-2,357,372,10.1016/0022-0981(95)00140-9,0022-0981,NA,NA
274,"DEMOTT, WR; KERFOOT, WC",1982,competition among cladocerans - nature of the interaction between bosmina and daphnia,ECOLOGY,63,6,1949,1966,10.2307/1940132,0012-9658,1939-9170,NA
615,United States Environmental Protection Agency,2007,national lakes assessment,U.S.  Environmental Protection Agency,NA,NA,NA,NA,NA,NA,NA,NA
275,"Hebert, MP; Beisner, BE; Maranger, R",2016,a compilation of quantitative functional traits for marine and freshwater crustacean zooplankton,ECOLOGY,97,4,1081,1081,10.1890/151275.1/suppinfo,0012-9658,1939-9170,NA
277,"JACK, JD; GILBERT, JJ",1993,susceptibilities of different-sized ciliates to direct suppression by small and large cladocerans,FRESHWATER BIOLOGY,29,1,19,29,10.1111/j.1365-2427.1993.tb00740.x,0046-5070,NA,NA
278,"Burns, CW; Schallenberg, M",1998,impacts of nutrients and zooplankton on the microbial food web of an ultra-oligotrophic lake,JOURNAL OF PLANKTON RESEARCH,20,8,1501,1525,10.1093/plankt/20.8.1501,0142-7873,1464-3774,NA
279,"Burns, CW; Schallenberg, M",2001,calanoid copepods versus cladocerans: consumer effects on protozoa in lakes of different trophic status,LIMNOLOGY AND OCEANOGRAPHY,46,6,1558,1565,10.4319/lo.2001.46.6.1558,0024-3590,NA,NA
280,"Burns, CW; Schallenberg, M",1996,"relative impacts of copepods, cladocerans and nutrients on the microbial food web of a mesotrophic lake",JOURNAL OF PLANKTON RESEARCH,18,5,683,714,10.1093/plankt/18.5.683,0142-7873,1464-3774,NA
281,"Wickham, SA",1998,the direct and indirect impact of daphnia and cyclops on a freshwater microbial food web,JOURNAL OF PLANKTON RESEARCH,20,4,739,755,10.1093/plankt/20.4.739,0142-7873,NA,NA
282,"PORTER, KG; PACE, ML; BATTEY, JF",1979,ciliate protozoans as links in freshwater planktonic food-chains,NATURE,277,5697,563,565,10.1038/277563a0,0028-0836,NA,NA
283,"MCMAHON, JW; RIGLER, FH",1965,feeding rate of daphnia magna straus in different foods labeled with radioactive phosphorus,Limnology and Oceanography,10,1,105,113,10.4319/lo.1965.10.1.0105,1939-5590,NA,NA
284,"WIACKOWSKI, K; BRETT, MT; GOLDMAN, CR",1994,differential-effects of zooplankton species on ciliate community structure,LIMNOLOGY AND OCEANOGRAPHY,39,3,486,492,10.4319/lo.1994.39.3.0486,0024-3590,NA,NA
285,"Adrian, R; Schneider-Olt, B",1999,top-down effects of crustacean zooplankton on pelagic microorganisms in a mesotrophic lake,JOURNAL OF PLANKTON RESEARCH,21,11,2175,2190,10.1093/plankt/21.11.2175,0142-7873,NA,NA
286,"HARTMANN, HJ; TALEB, H; ALEYA, L; LAIR, N",1993,predation on ciliates by the suspension-feeding calanoid copepod acanthodiaptomus-denticornis,CANADIAN JOURNAL OF FISHERIES AND AQUATIC SCIENCES,50,7,1382,1393,10.1139/f93-158,0706-652X,NA,NA
288,"BURNS, CW; GILBERT, JJ",1993,predation on ciliates by fresh-water calanoid copepods - rates of predation and relative vulnerabilities of prey,FRESHWATER BIOLOGY,30,3,377,393,10.1111/j.1365-2427.1993.tb00822.x,0046-5070,NA,NA
289,"Jack, JD; Gilbert, JJ",1997,effects of metazoan predators on ciliates in freshwater plankton communities,JOURNAL OF EUKARYOTIC MICROBIOLOGY,44,3,194,199,10.1111/j.1550-7408.1997.tb05699.x,1066-5234,NA,NA
621,"WICKHAM, SA",1995,cyclops predation on ciliates - species-specific differences and functional-responses,JOURNAL OF PLANKTON RESEARCH,17,8,1633,1646,10.1093/plankt/17.8.1633,0142-7873,NA,NA
290,"Kumar, R",2003,effects of mesocyclops thermocyclopoides (copepoda: cyclopoida) predation on the population growth patterns of different prey species,JOURNAL OF FRESHWATER ECOLOGY,18,3,383,393,10.1080/02705060.2003.9663974,0270-5060,NA,NA
291,"Kunzmann, AJ; Ehret, H; Yohannes, E; Straile, D; Rothhaupt, KO",2019,"calanoid copepod grazing affects plankton size structure and composition in a deep, large lake",JOURNAL OF PLANKTON RESEARCH,41,6,955,966,10.1093/plankt/fbz067,0142-7873,1464-3774,NA
292,"Paggi, SJ",1978,introduccion al estúdio de lós rotíferos,Rev Asoc Cienc Nat Li,9,NA,19,49,NA,NA,NA,NA
293,"Bonecker, CC; Lansac-Tôha, FA; Rossa, DC",1998,"planktonic and non-planktonic rotifers in two environments of the upper parana river floodplain, state of mate grosso do sul, brazil",BRAZILIAN ARCHIVES OF BIOLOGY AND TECHNOLOGY,41,4,447,456,10.1590/S1516-89131998000400009,0365-0979,NA,NA
294,"Lansac-Tôha, FA; Velho, LFM; Higuti, J; Takahashi, EM",2002,"cyclopidae (crustacea, copepoda) from the upper paraná river floodplain, brazil",Brazilian Journal of Biology,62,NA,125,133,10.1590/S1519-69842002000100015,1519-6984,NA,NA
295,"Perbiche-Neves, G; Boxshall, GA; Previattelli, D; Nogueira, MG; da Rocha, CEF",2015,"identification guide to some diaptomid species (crustacea, copepoda, calanoida, diaptomidae) of de la plata river basin (south america)",ZOOKEYS,NA,497,1,111,10.3897/zookeys.497.8091,1313-2989,1313-2970,NA
297,"Braghin, LDM; Almeida, BD; Amaral, DC; Canella, TF; Gimenez, BCG; Bonecker, CC",2018,effects of dams decrease zooplankton functional -diversity in river-associated lakes,FRESHWATER BIOLOGY,63,7,721,730,10.1111/fwb.13117,0046-5070,1365-2427,NA
298,"Růžička, J",1981,die desmidiaceen mitteleuropas,"Schweizerbart’sche Verlagsbuchhandlung, Stuttgart",1,NA,NA,NA,NA,NA,NA,978-3-510-65078-1
299,"Lenzenweger, R",1997,desmidiaceenflora von österreich,Gebrüder Borntraege,2,NA,NA,NA,NA,NA,NA,978-3-443-60029-7
300,"Lenzenweger, R",1999,desmidiaceenflora von österreich,Gebrüder Borntraege,3,NA,NA,NA,NA,NA,NA,978-3-443-60031-0
301,"Coesel, P;  Meesters, K",2007,desmids of the lowlands,KNNV Publishing,NA,NA,NA,NA,NA,NA,NA,978-90-04-27792-2
302,"John, DM;  Williamson, DB",2009,a practical guide to the desmids of the west of ireland,Martin Ryan Institute,NA,NA,NA,NA,NA,NA,NA,978-3906166711
303,"Coesel, P;  Meesters, K",2013,european flora of the desmid genera staurastrum and staurodesmus,KNNV Publishing,NA,NA,NA,NA,NA,NA,NA,978-90-04-27791-5
304,"Kutikova, LA",1970,"rotifers (rotatoria) of the fauna of the ussr. eurotatoria (ploimida, monimotrochida, paedotrochida)",Nauka,NA,NA,NA,NA,NA,NA,NA,NA
305,"Segers, H",1995,rotifera 2: the lecanidae (monogononta). guides to the identification of microinvertebrates of the continental waters of the world series,SPB Academic Publishing bv,2,NA,NA,NA,NA,NA,NA,978-9051030914
307,"De Smet, WH",1996,rotifera 4: the proalidae (monogononta). guides to the identification of the microinvertebrates of the continental waters of the world 9.,SPB Academic Publishing bv,4,NA,NA,NA,NA,NA,NA,9789051031195
308,"Carrillo, P; Villar-Argaiz, M; Medina-Sánchez, JM",2001,relationship between n:p ratio and growth rate during the life cycle of calanoid copepods:: an in situ measurement,JOURNAL OF PLANKTON RESEARCH,23,5,537,547,10.1093/plankt/23.5.537,0142-7873,NA,NA
622,"Melao, MDG; Rocha, O",2004,"life history, biomass and production of two planktonic cyclopoid copepods in a shallow subtropical reservoir",JOURNAL OF PLANKTON RESEARCH,26,8,909,923,10.1093/plankt/fbh080,0142-7873,1464-3774,NA
309,"Anderson, BG",1932,"the number of pre-adult instars, growth, relative growth and variation in daphnia magna",BIOLOGICAL BULLETIN,63,1,81,98,10.2307/1537448,0006-3185,1939-8697,NA
310,"ANDERSON, BG; LUMER, H;  ZUPANCIC JR., LJ",1937,growth and variability in daphnia pulex,The Biological Bulletin,73,3,444,463,10.2307/1537606,0006-3185,NA,NA
311,"LEI, CH; ARMITAGE, KB",1980,"growth, development and body size of field and laboratory populations of daphnia-ambigua",OIKOS,35,1,31,48,10.2307/3544724,0030-1299,1600-0706,NA
312,"ENSERINK, EL; KERKHOFS, MJJ; BALTUS, CAM; KOEMAN, JH",1995,influence of food quantity and lead-exposure on maturation in daphnia-magna - evidence for a trade-off mechanism,FUNCTIONAL ECOLOGY,9,2,175,185,10.2307/2390562,0269-8463,1365-2435,NA
616,United States Geological Survey,NA,national water-quality assessment (nawqa),United States Geological Survey,NA,NA,NA,NA,NA,NA,NA,NA
315,"BORAAS, ME",1983,population-dynamics of food-limited rotifers in 2-stage chemostat culture,LIMNOLOGY AND OCEANOGRAPHY,28,3,546,563,10.4319/lo.1983.28.3.0546,0024-3590,1939-5590,NA
316,"Benider, A; Tifnouti, A; Pourriot, R",2002,"growth of moina macrocopa (straus 1820) (crustacea, cladocera):: influence of trophic conditions, population density and temperature",HYDROBIOLOGIA,468,1-3,1,11,10.1023/A:1015214530485,0018-8158,NA,NA
317,"Roldán, M; Oliva, F; del Valle, MAG; Saiz-Jimenez, C; Hernández-Mariné, M",2006,does green light influence the fluorescence properties and structure of phototrophic biofilms?,APPLIED AND ENVIRONMENTAL MICROBIOLOGY,72,4,3026,3031,10.1128/AEM.72.4.3026-3031.2006,0099-2240,1098-5336,NA
318,"Belykh, OI; Ekaterina, G; Sorokovikova, T; Saphonova, A; Tikhonova, IV",2006,"autotrophic picoplankton of lake baikal: composition, abundance and structure",HYDROBIOLOGIA,568,NA,9,17,10.1007/s10750-006-0340-8,0018-8158,NA,NA
319,"Coles, JF; Jones, RC",2000,effect of temperature on photosynthesis-light response and growth of four phytoplankton species isolated from a tidal freshwater river,JOURNAL OF PHYCOLOGY,36,1,7,16,10.1046/j.1529-8817.2000.98219.x,0022-3646,1529-8817,NA
320,"DRYDEN, SJ; VINCENT, WF",1986,"phytoplankton species of lake okaro, central north island",NEW ZEALAND JOURNAL OF MARINE AND FRESHWATER RESEARCH,20,2,191,198,10.1080/00288330.1986.9516143,0028-8330,1175-8805,NA
321,"Epp, GT",1996,grazing on filamentous cyanobacteria by daphnia pulicaria,LIMNOLOGY AND OCEANOGRAPHY,41,3,560,567,10.4319/lo.1996.41.3.0560,0024-3590,NA,NA
322,"FOY, RH; GIBSON, CE",1993,"the influence of irradiance, photoperiod and temperature on the growth-kinetics of 3 planktonic diatoms",EUROPEAN JOURNAL OF PHYCOLOGY,28,4,203,212,10.1080/09670269300650311,0967-0262,NA,NA
323,"GROVER, JP",1989,influence of cell-shape and size on algal competitive ability,JOURNAL OF PHYCOLOGY,25,2,402,405,10.1111/j.1529-8817.1989.tb00138.x,0022-3646,1529-8817,NA
325,"Huber, V; Gaedke, U",2006,the role of predation for seasonal variability patterns among phytoplankton and ciliates,OIKOS,114,2,265,276,10.1111/j.2006.0030-1299.14753.x,0030-1299,NA,NA
326,"Kobayashi, M; Katsuragi, T; Tani, Y",2001,enlarged and astaxanthin-accumulating cyst cells of the green alga haematococcus pluvialis,JOURNAL OF BIOSCIENCE AND BIOENGINEERING,92,6,565,568,10.1263/jbb.92.565,1389-1723,NA,NA
327,"Lavoie, I; Campeau, S; Fallu, MA; Dillon, PJ",2006,diatoms and biomonitoring: should cell size be accounted for?,HYDROBIOLOGIA,573,NA,1,16,10.1007/s10750-006-0223-z,0018-8158,1573-5117,NA
328,"Madgwick, G; Jones, ID; Thackeray, SJ; Elliott, JA; Miller, HJ",2006,phytoplankton communities and antecedent conditions: high resolution sampling in esthwaite water,FRESHWATER BIOLOGY,51,10,1798,1810,10.1111/j.1365-2427.2006.01607.x,0046-5070,1365-2427,NA
329,"Naselli-Flores, L; Barone, R",2003,steady-state assemblages in a mediterranean hypertrophic reservoir.: the role of microcystis ecomorphological variability in maintaining an apparent equilibrium,HYDROBIOLOGIA,502,1-3,133,143,10.1023/B:HYDR.0000004276.11436.40,0018-8158,1573-5117,NA
330,"OJALA, A",1993,effects of temperature and irradiance on the growth of 2 fresh-water photosynthetic cryptophytes,JOURNAL OF PHYCOLOGY,29,3,278,284,10.1111/j.0022-3646.1993.00278.x,0022-3646,NA,NA
331,"Pongswat, S; Thammathaworn, S; Peerapornpisal, Y; Thanee, N; Somsiri, C",2004,"diversity of phytoplankton in the rama ix lake, a man-made lake, pathumthani province, thailand",Science Asia,30,NA,261,267,10.2306/scienceasia1513-1874.2004.30.261,NA,NA,NA
332,"Roesler, CS; Culbertson, CW; Etheridge, SM; Goericke, R; Kiene, RP; Miller, LG; Oremland, RS",2002,"distribution, production, and ecophysiology of picocystis strain ml in mono lake, california",LIMNOLOGY AND OCEANOGRAPHY,47,2,440,452,10.4319/lo.2002.47.2.0440,0024-3590,1939-5590,NA
608,"Reynolds, CS",1984,the ecology of freshwater phytoplankton,Cambridge University Press,NA,NA,NA,NA,NA,NA,NA,978-0521282222
333,"Sommer, U; Sommer, F; Santer, B; Zöllner, E; Jürgens, K; Jamieson, C; Boersma, M; Gocke, K",2003,daphnia versus copepod impact on summer phytoplankton:: functional compensation at both trophic levels,OECOLOGIA,135,4,639,647,10.1007/s00442-003-1214-7,0029-8549,1432-1939,NA
335,"Toepel, J; Langner, U; Wilhelm, C",2005,combination of flow cytometry and single cell absorption spectroscopy to study the phytoplankton structure and to calculate the chl a specific absorption coefficients at the taxon level,JOURNAL OF PHYCOLOGY,41,6,1099,1109,10.1111/j.1529-8817.2005.00137.x,0022-3646,1529-8817,NA
336,"Train, S; Rodrigues, LC",1998,"temporal fluctuations of the phytoplankton community of the baia river, in the upper parana river floodplain, mato grosso do sul, brazil",HYDROBIOLOGIA,361,NA,125,134,10.1023/A:1003118200157,0018-8158,NA,NA
337,"Sommer, U",1981,the role of r-selection and k-selection in the succession of phytoplankton in lake constance,Acta Oecologica,2,NA,237,342,NA,0243-766X,NA,NA
338,"Sandgren, CD",1988,growth and reproductive strategies of freshwater phytoplankton,Cambridge University Press,NA,NA,134,174,NA,NA,NA,978-0521429108
339,"Witty, LM",2004,practical guide to identifying freshwater crustacean zooplankton,Cooperative Freshwater Ecology Unit,2,NA,NA,NA,NA,NA,NA,NA
340,"Gillooly, JF; Dodson, SI",2000,"latitudinal patterns in the size distribution and seasonal dynamics of new world, freshwater cladocerans",LIMNOLOGY AND OCEANOGRAPHY,45,1,22,30,10.4319/lo.2000.45.1.0022,0024-3590,1939-5590,NA
606,"BURNS, CW; RIGLER, FH",1967,comparison of filtering rates of daphnia rosea in lake water and in suspensions of yeast,LIMNOLOGY AND OCEANOGRAPHY,12,3,492,+,10.4319/lo.1967.12.3.0492,0024-3590,1939-5590,NA
341,"Hebert, PDN",1995,the daphnia of north america,"Dept. of Zoology, University of Guelph",NA,NA,NA,NA,NA,NA,NA,0889554846
343,"SANTER, B; VANDENBOSCH, F",1994,"herbivorous nutrition of cyclops-vicinus - the effect of a pure algal diet on feeding, development, reproduction and life-cycle",JOURNAL OF PLANKTON RESEARCH,16,2,171,195,10.1093/plankt/16.2.171,0142-7873,NA,NA
344,"Scourfieid, DJ;  Harding, JP",1966,a key to the british species of freshwater cladocera,Freshwater biological association,NA,NA,NA,NA,NA,NA,NA,978-0900386015
345,"Blomqvist, P; GrundstrOm, R; Johansson, J.A.; Kinstne, B;  Olofsson, H; Pejler, B; Persson, G",1976,djurplanktonkompendium,"Dept. of Limnology, Uppsala University, Sweden",NA,NA,NA,NA,NA,NA,NA,NA
346,"Särkkä, J",1984,sisävesien eläiinplankton tuntemuksen alkeita,"Dept. of Biology, University of Jyväiskyläi",NA,NA,NA,NA,NA,NA,NA,NA
347,"Stemberger, R.S",1979,a guide to the rotifers of the laurentian great lakes,U.S. Environmental Protection Agency,NA,NA,NA,NA,NA,NA,NA,NA
348,"PEJLER, B; BERZINS, B",1993,on the ecology of dicranophoridae (rotifera),HYDROBIOLOGIA,259,2,129,131,10.1007/BF00008379,0018-8158,NA,NA
349,"Jersabek, CD; Leitner, MF",2013,the rotifer world catalog,http://www.rotifera.hausdernatur.at/,NA,NA,NA,NA,NA,NA,NA,NA
350,"KNOECHEL, R; HOLTBY, LB",1986,construction and validation of a body-length-based model for the prediction of cladoceran community filtering rates,LIMNOLOGY AND OCEANOGRAPHY,31,1,1,16,10.4319/lo.1986.31.1.0001,0024-3590,1939-5590,NA
351,"Chow-Fraser, P",1986,an empirical model to predict in situ grazing rates of diaptomus minutus lilljeborg on small algal particles,Canadian Journal of Fisheries and Aquatic Sciences,43,5,1065,1070,10.1139/f86-133,0706-652X,NA,NA
353,"MCMAHON, JW",1965,some physical factors influencing feeding behavior of daphnia magna straus,CANADIAN JOURNAL OF ZOOLOGY - BACK YEAR PROJECT,43,4,603,+,10.1139/z65-060,NA,NA,NA
354,"MCMAHON, JW; RIGLER, FH",1963,mechanisms regulating feeding rate of daphnia magna straus,CANADIAN JOURNAL OF ZOOLOGY - BACK YEAR PROJECT,41,2,321,+,10.1139/z63-027,NA,NA,NA
355,"PORTER, KG; GERRITSEN, J; ORCUTT, JD",1982,"the effect of food concentration on swimming patterns, feeding-behavior, ingestion, assimilation, and respiration by daphnia",LIMNOLOGY AND OCEANOGRAPHY,27,5,935,949,10.4319/lo.1982.27.5.0935,0024-3590,1939-5590,NA
356,"KERSTING, K; VANDERLEEUW, W",1976,use of coulter-counter for measuring feeding rates of daphnia-magna,HYDROBIOLOGIA,49,3,233,237,10.1007/BF00014516,0018-8158,1573-5117,NA
357,"Muck, P; Lampert, W",1984,an experimental study on the importance of food conditions for the relative abundance of calanoid copepods and cladocerans 1. comparative feeding studies with eudiaptomus gracilis and daphnia longispina,"Archiv fur Hydrobiologie, Supplementband",66,2,157,180,10.1093/plankt/2.4.367,0365-284X,NA,NA
358,"DEMOTT, WR",1982,feeding selectivities and relative ingestion rates of daphnia and bosmina,LIMNOLOGY AND OCEANOGRAPHY,27,3,518,527,10.4319/lo.1982.27.3.0518,0024-3590,1939-5590,NA
359,"Geller, W",1975,"food ingestion of daphnia pulex as a function of food concentration, temperature, animal’s body length and hunger","Archiv fur Hydrobiologie, Supplementband",48,NA,47,107,NA,NA,NA,NA
360,"HORN, W",1981,phytoplankton losses due to zooplankton grazing in a drinking-water reservoir,INTERNATIONALE REVUE DER GESAMTEN HYDROBIOLOGIE,66,6,787,810,10.1002/iroh.19810660603,0020-9309,NA,NA
361,"JAMIESON, CD",1986,"the effects of temperature and food on naupliar development, growth and metamorphosis in 3 species of boeckella (copepoda, calanoida)",HYDROBIOLOGIA,139,3,277,286,10.1007/BF00028298,0018-8158,1573-5117,NA
363,"JAMIESON, C; BURNS, C",1988,"the effects of temperature and food on copepodite development, growth and reproduction in 3 species of boeckella (copepoda, calanoida)",HYDROBIOLOGIA,164,3,235,257,10.1007/BF00005943,0018-8158,1573-5117,NA
364,"WOODWARD, IO; WHITE, RWG",1983,"effects of temperature and food on instar development rates of boeckella-symmetrica sars (copepoda, calanoida)",AUSTRALIAN JOURNAL OF MARINE AND FRESHWATER RESEARCH,34,6,927,932,10.1071/MF9830927,0067-1940,NA,NA
365,"Green, JD",1976,population dynamics and production of the calanoid copepod calamoecia lucasi in a northern new zealand lake,"Archiv fur Hydrobiologie, Supplementband",50,NA,313,400,NA,NA,NA,NA
366,"Corkett, CJ",1984,observations on development in copepods,Crustaceana. Supplement,NA,7,150,153,10.1163/9789004629363_016,0167-6563,NA,NA
367,"PETERSON, WT",1986,"development, growth, and survivorship of the copepod calanus-marshallae in the laboratory",MARINE ECOLOGY PROGRESS SERIES,29,1,61,72,10.3354/meps029061,0171-8630,NA,NA
368,"VIDAL, J",1980,"physio-ecology of zooplankton .2. effects of phytoplankton concentration, temperature, and body size on the development and molting rates of calanus-pacificus and pseudocalanus sp",MARINE BIOLOGY,56,2,135,146,10.1007/BF00397130,0025-3162,1432-1793,NA
369,"HERZIG, A",1983,the ecological significance of the relationship between temperature and duration of embryonic-development in planktonic fresh-water copepods,HYDROBIOLOGIA,100,NA,65,91,10.1007/BF00027423,0018-8158,1573-5117,NA
370,"SAUNDERS, JF; LEWIS, WM",1988,"composition and seasonality of the zooplankton community of lake valencia, venezuela",JOURNAL OF PLANKTON RESEARCH,10,5,957,985,10.1093/plankt/10.5.957,0142-7873,NA,NA
371,"SAUNDERS, JF; LEWIS, WM",1988,"dynamics and control mechanisms in a tropical zooplankton community (lake valencia, venezuela)",ECOLOGICAL MONOGRAPHS,58,4,337,353,10.2307/1942544,0012-9615,1557-7015,NA
372,"HART, RC; Allanson, BR",1975,preliminary estimates of production by a calanoid copepod in subtropical lake sibaya,Internationale Vereinigung für theoretische und angewandte Limnologie: Verhandlungen,19,NA,NA,NA,10.1080/03680770.1974.11896201,0368-0770,NA,NA
374,"Gras, R.;  Saint-Jean, L",1981,duree du developpement juvenile de quelques copepodes planctoniques du lac tchad,Revue d'hydrobiologie tropicale,14,NA,39,51,NA,NA,NA,NA
375,"Gras, R.;  Saint-Jean, L",1981,croissance en poids de quelques copépodes planctoniques du lac tchad,Revue d'hydrobiologie tropicale,14,NA,135,147,NA,NA,NA,NA
376,"GOPHEN, M",1976,"temperature effect on lifespan, metabolism, and development time of mesocyclops-leuckarti (claus)",OECOLOGIA,25,3,271,277,10.1007/BF00345104,0029-8549,1432-1939,NA
377,"GOPHEN, M",1978,lake kinneret,Springer Netherlands,NA,NA,297,311,NA,NA,NA,978-94-009-9954-1
378,"BURGIS, MJ",1971,"the ecology and production of copepods, particularly thermocyclops hyalinus, in the tropical lake george, uganda",Freshwater Biology,1,2,169,192,10.1111/j.1365-2427.1971.tb01555.x,1365-2427,NA,NA
379,"BURGIS, MJ",1974,"revised estimates for biomass and production of zooplankton in lake george, uganda",FRESHWATER BIOLOGY,4,6,535,541,10.1111/j.1365-2427.1974.tb00113.x,0046-5070,NA,NA
380,"Jakobsen, HH; Hansen, PJ",1997,"prey size selection, grazing and growth response of the small heterotrophic dinoflagellate gymnodinium sp. and the ciliate balanion comatum - a comparative study",MARINE ECOLOGY PROGRESS SERIES,158,NA,75,86,10.3354/meps158075,0171-8630,1616-1599,NA
381,"Weisse, T; Karstens, N; Meyer, VCL; Janke, L; Lettner, S; Teichgräber, K",2001,niche separation in common prostome freshwater ciliates:: the effect of food and temperature,AQUATIC MICROBIAL ECOLOGY,26,2,167,179,10.3354/ame026167,0948-3055,1616-1564,NA
382,"Müller, H; Schlegel, A",1999,responses of three freshwater planktonic ciliates with different feeding modes to cryptophyte and diatom prey,AQUATIC MICROBIAL ECOLOGY,17,1,49,60,10.3354/ame017049,0948-3055,1616-1564,NA
383,"Weisse, T; Scheffel, U; Stadler, P; Foissner, W",2013,"bromeliothrix metopoides, a boom and bust ciliate (ciliophora, colpodea) from tank bromeliads",EUROPEAN JOURNAL OF PROTISTOLOGY,49,3,406,419,10.1016/j.ejop.2013.02.001,0932-4739,1618-0429,NA
385,"Stabell, T; Andersen, T; Klaveness, D",2002,ecological significance of endosymbionts in a mixotrophic ciliate - an experimental test of a simple model of growth coordination between host and symbiont,JOURNAL OF PLANKTON RESEARCH,24,9,889,899,10.1093/plankt/24.9.889,0142-7873,1464-3774,NA
386,"TAYLOR, WD",1978,growth responses of ciliate protozoa to abundance of their bacterial prey,MICROBIAL ECOLOGY,4,3,207,214,10.1007/BF02015077,0095-3628,1432-184X,NA
387,"Weisse, T; Pröschold, T; Kammerlander, B; Sonntag, B; Schicker, L",2024,"numerical and thermal response of the bacterivorous ciliate colpidium kleini, a species potentially at risk of extinction by rising water temperatures",MICROBIAL ECOLOGY,87,1,NA,NA,10.1007/s00248-024-02406-y,0095-3628,1432-184X,NA
388,"Li, JQ; Fenton, A; Kettley, L; Roberts, P; Montagnes, DJS",2013,reconsidering the importance of the past in predator-prey models: both numerical and functional responses depend on delayed prey densities,PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES,280,1768,NA,NA,10.1098/rspb.2013.1389,0962-8452,1471-2954,NA
389,"HEINBOKEL, JF",1978,studies on functional role of tintinnids in southern-california bight .1. grazing and growth-rates in laboratory cultures,MARINE BIOLOGY,47,2,177,189,10.1007/BF00395638,0025-3162,1432-1793,NA
390,"Kamiyama, T",2011,planktonic ciliates as a food source for the scyphozoan aurelia aurita (s.l.): feeding activity and assimilation of the polyp stage,JOURNAL OF EXPERIMENTAL MARINE BIOLOGY AND ECOLOGY,407,2,207,215,10.1016/j.jembe.2011.06.016,0022-0981,NA,NA
391,"Kamiyama, T; Tsujino, M; Matsuyama, Y; Uchida, T",2005,growth and grazing rates of the tintinnid ciliate favella taraikaensis on the toxic dinoflagellate alexandrium tamarense,MARINE BIOLOGY,147,4,989,997,10.1007/s00227-005-1629-2,0025-3162,NA,NA
392,"Weisse, T; Scheffel, U; Stadler, P; Foissner, W",2013,"functional ecology of the ciliate glaucomides bromelicola, and comparison with the sympatric species bromeliothrix metopoides",JOURNAL OF EUKARYOTIC MICROBIOLOGY,60,6,578,587,10.1111/jeu.12063,1066-5234,1550-7408,NA
605,"Jürgens, K; Simek, K",2000,"functional response and particle size selection of halteria cf. grandinella, a common freshwater oligotrichous ciliate",AQUATIC MICROBIAL ECOLOGY,22,1,57,68,10.3354/ame022057,0948-3055,1616-1564,NA
394,"Gismervik, I",2005,numerical and functional responses of choreo- and oligotrich planktonic ciliates,AQUATIC MICROBIAL ECOLOGY,40,2,163,173,10.3354/ame040163,0948-3055,1616-1564,NA
395,"Weisse, T",2004,meseres corlissi:: a rare oligotrich ciliate adapted to warm water and temporary habitats,AQUATIC MICROBIAL ECOLOGY,37,1,75,83,10.3354/ame037075,0948-3055,1616-1564,NA
396,"Rosetta, CH; McManus, GB",2003,"feeding by ciliates on two harmful algal bloom species, prymnesium parvum and prorocentrum minimum",HARMFUL ALGAE,2,2,109,126,10.1016/S1568-9883(03)00019-2,1568-9883,1878-1470,NA
397,"Montagnes, DJS",1996,growth responses of planktonic ciliates in the genera strobilidium and strombidium,MARINE ECOLOGY PROGRESS SERIES,130,1-3,241,254,10.3354/meps130241,0171-8630,NA,NA
398,"JONSSON, PR",1986,"particle-size selection, feeding rates and growth dynamics of marine planktonic oligotrichous ciliates (ciliophora, oligotrichina)",MARINE ECOLOGY PROGRESS SERIES,33,3,265,277,10.3354/meps033265,0171-8630,1616-1599,NA
399,"VERITY, PG",1991,measurement and simulation of prey uptake by marine planktonic ciliates fed plastidic and aplastidic nanoplankton,LIMNOLOGY AND OCEANOGRAPHY,36,4,729,750,10.4319/lo.1991.36.4.0729,0024-3590,1939-5590,NA
